time,target,z,dz,e,ei,u
1.520,5.000,5.237,-0.237,-0.000,0.177,0.530
1.530,5.000,5.235,-0.235,-0.000,0.176,0.529
1.540,5.000,5.233,-0.233,0.000,0.177,0.530
1.550,5.000,5.230,-0.231,0.000,0.177,0.530
1.560,5.000,5.228,-0.228,0.000,0.177,0.530
1.570,5.000,5.226,-0.226,-0.000,0.177,0.530
1.580,5.000,5.224,-0.223,-0.000,0.176,0.529
1.590,5.000,5.221,-0.221,0.000,0.176,0.529
1.600,5.000,5.219,-0.219,0.000,0.177,0.530
1.610,5.000,5.217,-0.217,0.000,0.177,0.530
1.620,5.000,5.215,-0.215,-0.000,0.177,0.530
1.630,5.000,5.213,-0.212,-0.000,0.176,0.529
1.640,5.000,5.210,-0.210,-0.000,0.176,0.529
1.650,5.000,5.208,-0.208,0.000,0.176,0.529
1.660,5.000,5.206,-0.206,0.000,0.177,0.530
1.670,5.000,5.204,-0.204,-0.000,0.176,0.529
1.680,5.000,5.202,-0.202,-0.000,0.176,0.529
1.690,5.000,5.200,-0.200,-0.000,0.176,0.529
1.700,5.000,5.198,-0.198,0.000,0.176,0.529
1.710,5.000,5.196,-0.196,0.000,0.176,0.529
1.720,5.000,5.194,-0.194,0.000,0.176,0.529
1.730,5.000,5.192,-0.192,-0.000,0.176,0.529
1.740,5.000,5.190,-0.190,-0.000,0.176,0.529
1.750,5.000,5.188,-0.188,-0.000,0.176,0.528
1.760,5.000,5.187,-0.187,0.000,0.176,0.529
1.770,5.000,5.185,-0.185,0.000,0.176,0.529
1.780,5.000,5.183,-0.183,-0.000,0.176,0.529
1.790,5.000,5.181,-0.181,-0.000,0.176,0.528
1.800,5.000,5.179,-0.179,-0.000,0.176,0.528
1.810,5.000,5.177,-0.177,0.000,0.176,0.528
1.820,5.000,5.176,-0.176,0.000,0.176,0.528
1.830,5.000,5.174,-0.174,0.000,0.176,0.529
1.840,5.000,5.172,-0.172,-0.000,0.176,0.528
1.850,5.000,5.170,-0.170,-0.000,0.176,0.528
1.860,5.000,5.169,-0.169,-0.000,0.176,0.528
1.870,5.000,5.167,-0.167,0.000,0.176,0.528
1.880,5.000,5.165,-0.165,0.000,0.176,0.528
1.890,5.000,5.164,-0.164,-0.000,0.176,0.528
1.900,5.000,5.162,-0.162,-0.000,0.176,0.528
1.910,5.000,5.160,-0.160,-0.000,0.176,0.528
1.920,5.000,5.159,-0.159,0.000,0.176,0.528
1.930,5.000,5.157,-0.157,0.000,0.176,0.528
1.940,5.000,5.156,-0.156,0.000,0.176,0.528
1.950,5.000,5.154,-0.154,-0.000,0.176,0.528
1.960,5.000,5.153,-0.153,-0.000,0.176,0.528
1.970,5.000,5.151,-0.151,-0.000,0.176,0.528
1.980,5.000,5.150,-0.150,0.000,0.176,0.528
1.990,5.000,5.148,-0.148,0.000,0.176,0.528
2.000,5.000,5.147,-0.147,-0.000,0.176,0.528
2.010,5.000,5.145,-0.145,-0.000,0.176,0.528
2.020,5.000,5.144,-0.144,-0.000,0.176,0.527
2.030,5.000,5.142,-0.142,-0.000,0.176,0.527
2.040,5.000,5.141,-0.141,0.000,0.176,0.527
2.050,5.000,5.139,-0.139,0.000,0.176,0.528
2.060,5.000,5.138,-0.138,-0.000,0.176,0.527
2.070,5.000,5.137,-0.137,-0.000,0.176,0.527
2.080,5.000,5.135,-0.135,-0.000,0.176,0.527
2.090,5.000,5.134,-0.134,0.000,0.176,0.527
2.100,5.000,5.133,-0.133,0.000,0.176,0.527
2.110,5.000,5.131,-0.131,-0.000,0.176,0.527
2.120,5.000,5.130,-0.130,-0.000,0.176,0.527
2.130,5.000,5.129,-0.129,-0.000,0.176,0.527
2.140,5.000,5.127,-0.127,-0.000,0.176,0.527
2.150,5.000,5.126,-0.126,0.000,0.176,0.527
2.160,5.000,5.125,-0.125,0.000,0.176,0.527
2.170,5.000,5.124,-0.124,-0.000,0.176,0.527
2.180,5.000,5.122,-0.122,-0.000,0.176,0.527
2.190,5.000,5.121,-0.121,-0.000,0.176,0.527
2.200,5.000,5.120,-0.120,0.000,0.176,0.527
2.210,5.000,5.119,-0.119,0.000,0.176,0.527
2.220,5.000,5.117,-0.117,-0.000,0.176,0.527
2.230,5.000,5.116,-0.116,-0.000,0.176,0.527
2.240,5.000,5.115,-0.115,-0.000,0.176,0.527
2.250,5.000,5.114,-0.114,-0.000,0.176,0.527
2.260,5.000,5.113,-0.113,0.000,0.176,0.527
2.270,5.000,5.112,-0.112,0.000,0.176,0.527
2.280,5.000,5.111,-0.111,-0.000,0.176,0.527
2.290,5.000,5.110,-0.109,-0.000,0.176,0.527
2.300,5.000,5.108,-0.108,-0.000,0.176,0.527
2.310,5.000,5.107,-0.107,0.000,0.176,0.527
2.320,5.000,5.106,-0.106,0.000,0.176,0.527
2.330,5.000,5.105,-0.105,-0.000,0.176,0.527
2.340,5.000,5.104,-0.104,-0.000,0.175,0.526
2.350,5.000,5.103,-0.103,-0.000,0.175,0.526
2.360,5.000,5.102,-0.102,-0.000,0.175,0.526
2.370,5.000,5.101,-0.101,0.000,0.175,0.526
2.380,5.000,5.100,-0.100,-0.000,0.175,0.526
2.390,5.000,5.099,-0.099,-0.000,0.175,0.526
2.400,5.000,5.098,-0.098,-0.000,0.175,0.526
2.410,5.000,5.097,-0.097,-0.000,0.175,0.526
2.420,5.000,5.096,-0.096,-0.000,0.175,0.526
2.430,5.000,5.095,-0.095,0.000,0.175,0.526
2.440,5.000,5.094,-0.094,-0.000,0.175,0.526
2.450,5.000,5.093,-0.093,-0.000,0.175,0.526
2.460,5.000,5.092,-0.092,-0.000,0.175,0.526
2.470,5.000,5.091,-0.091,-0.000,0.175,0.526
2.480,5.000,5.090,-0.090,0.000,0.175,0.526
2.490,5.000,5.090,-0.090,-0.000,0.175,0.526
2.500,5.000,5.089,-0.089,-0.000,0.175,0.526
2.510,5.000,5.088,-0.088,-0.000,0.175,0.526
2.520,5.000,5.087,-0.087,-0.000,0.175,0.526
2.530,5.000,5.086,-0.086,-0.000,0.175,0.526
2.540,5.000,5.085,-0.085,-0.000,0.175,0.526
2.550,5.000,5.084,-0.084,-0.000,0.175,0.526
2.560,5.000,5.083,-0.083,-0.000,0.175,0.526
2.570,5.000,5.083,-0.083,-0.000,0.175,0.526
2.580,5.000,5.082,-0.082,-0.000,0.175,0.526
2.590,5.000,5.081,-0.081,-0.000,0.175,0.526
2.600,5.000,5.080,-0.080,-0.000,0.175,0.526
2.610,5.000,5.079,-0.079,-0.000,0.175,0.526
2.620,5.000,5.079,-0.079,-0.000,0.175,0.526
2.630,5.000,5.078,-0.078,-0.000,0.175,0.526
2.640,5.000,5.077,-0.077,-0.000,0.175,0.526
2.650,5.000,5.076,-0.076,-0.000,0.175,0.526
2.660,5.000,5.076,-0.076,-0.000,0.175,0.526
2.670,5.000,5.075,-0.075,-0.000,0.175,0.526
2.680,5.000,5.074,-0.074,-0.000,0.175,0.526
2.690,5.000,5.073,-0.073,-0.000,0.175,0.526
2.700,5.000,5.073,-0.073,-0.000,0.175,0.526
2.710,5.000,5.072,-0.072,-0.000,0.175,0.526
2.720,5.000,5.071,-0.071,-0.000,0.175,0.526
2.730,5.000,5.070,-0.070,-0.000,0.175,0.526
2.740,5.000,5.070,-0.070,-0.000,0.175,0.526
2.750,5.000,5.069,-0.069,-0.000,0.175,0.526
2.760,5.000,5.068,-0.068,-0.000,0.175,0.526
2.770,5.000,5.068,-0.068,-0.000,0.175,0.525
2.780,5.000,5.067,-0.067,-0.000,0.175,0.525
2.790,5.000,5.066,-0.066,-0.000,0.175,0.525
2.800,5.000,5.066,-0.066,-0.000,0.175,0.525
2.810,5.000,5.065,-0.065,-0.000,0.175,0.525
2.820,5.000,5.064,-0.064,-0.000,0.175,0.525
2.830,5.000,5.064,-0.064,-0.000,0.175,0.525
2.840,5.000,5.063,-0.063,-0.000,0.175,0.525
2.850,5.000,5.062,-0.062,-0.000,0.175,0.525
2.860,5.000,5.062,-0.062,-0.000,0.175,0.525
2.870,5.000,5.061,-0.061,-0.000,0.175,0.525
2.880,5.000,5.061,-0.061,-0.000,0.175,0.525
2.890,5.000,5.060,-0.060,-0.000,0.175,0.525
2.900,5.000,5.059,-0.059,-0.000,0.175,0.525
2.910,5.000,5.059,-0.059,-0.000,0.175,0.525
2.920,5.000,5.058,-0.058,-0.000,0.175,0.525
2.930,5.000,5.058,-0.058,-0.000,0.175,0.525
2.940,5.000,5.057,-0.057,-0.000,0.175,0.525
2.950,5.000,5.056,-0.056,-0.000,0.175,0.525
2.960,5.000,5.056,-0.056,-0.000,0.175,0.525
2.970,5.000,5.055,-0.055,-0.000,0.175,0.525
2.980,5.000,5.055,-0.055,-0.000,0.175,0.525
2.990,5.000,5.054,-0.054,-0.000,0.175,0.525
3.000,5.000,5.054,-0.054,-0.000,0.175,0.525
3.010,5.000,5.053,-0.053,-0.000,0.175,0.525
3.020,5.000,5.053,-0.053,-0.000,0.175,0.525
3.030,5.000,5.052,-0.052,-0.000,0.175,0.525
3.040,5.000,5.052,-0.052,-0.000,0.175,0.525
3.050,5.000,5.051,-0.051,-0.000,0.175,0.525
3.060,5.000,5.051,-0.051,-0.000,0.175,0.525
3.070,5.000,5.050,-0.050,-0.000,0.175,0.525
3.080,5.000,5.050,-0.050,-0.000,0.175,0.525
3.090,5.000,5.049,-0.049,-0.000,0.175,0.525
3.100,5.000,5.049,-0.049,-0.000,0.175,0.525
3.110,5.000,5.048,-0.048,-0.000,0.175,0.525
3.120,5.000,5.048,-0.048,-0.000,0.175,0.525
3.130,5.000,5.047,-0.047,-0.000,0.175,0.525
3.140,5.000,5.047,-0.047,-0.000,0.175,0.525
3.150,5.000,5.046,-0.046,-0.000,0.175,0.525
3.160,5.000,5.046,-0.046,-0.000,0.175,0.525
3.170,5.000,5.045,-0.045,-0.000,0.175,0.525
3.180,5.000,5.045,-0.045,-0.000,0.175,0.525
3.190,5.000,5.044,-0.044,-0.000,0.175,0.525
3.200,5.000,5.044,-0.044,-0.000,0.175,0.525
3.210,5.000,5.043,-0.043,-0.000,0.175,0.525
3.220,5.000,5.043,-0.043,-0.000,0.175,0.525
3.230,5.000,5.043,-0.043,-0.000,0.175,0.525
3.240,5.000,5.042,-0.042,-0.000,0.175,0.525
3.250,5.000,5.042,-0.042,-0.000,0.175,0.525
3.260,5.000,5.041,-0.041,-0.000,0.175,0.525
3.270,5.000,5.041,-0.041,-0.000,0.175,0.525
3.280,5.000,5.040,-0.040,-0.000,0.175,0.525
3.290,5.000,5.040,-0.040,-0.000,0.175,0.525
3.300,5.000,5.040,-0.040,-0.000,0.175,0.525
3.310,5.000,5.039,-0.039,-0.000,0.175,0.525
3.320,5.000,5.039,-0.039,-0.000,0.175,0.525
3.330,5.000,5.039,-0.039,-0.000,0.175,0.525
3.340,1.000,5.038,-0.038,-4.000,-0.200,-1.400
3.350,1.000,5.038,-0.136,-3.902,-0.200,-1.380
3.360,1.000,5.036,-0.234,-3.802,-0.200,-1.360
3.370,1.000,5.034,-0.332,-3.702,-0.200,-1.340
3.380,1.000,5.031,-0.430,-3.600,-0.200,-1.320
3.390,1.000,5.026,-0.528,-3.498,-0.200,-1.300
3.400,1.000,5.021,-0.627,-3.395,-0.200,-1.279
3.410,1.000,5.015,-0.725,-3.290,-0.200,-1.258
3.420,1.000,5.008,-0.823,-3.185,-0.200,-1.237
3.430,1.000,4.999,-0.921,-3.079,-0.200,-1.216
3.440,1.000,4.990,-1.019,-2.971,-0.200,-1.194
3.450,1.000,4.980,-1.117,-2.863,-0.200,-1.173
3.460,1.000,4.969,-1.215,-2.754,-0.200,-1.151
3.470,1.000,4.957,-1.313,-2.644,-0.200,-1.129
3.480,1.000,4.944,-1.411,-2.532,-0.200,-1.106
3.490,1.000,4.929,-1.509,-2.420,-0.200,-1.084
3.500,1.000,4.914,-1.607,-2.307,-0.200,-1.061
3.510,1.000,4.898,-1.705,-2.193,-0.200,-1.039
3.520,1.000,4.881,-1.803,-2.078,-0.200,-1.016
3.530,1.000,4.863,-1.901,-1.962,-0.200,-0.992
3.540,1.000,4.844,-1.999,-1.845,-0.200,-0.969
3.550,1.000,4.824,-2.098,-1.727,-0.200,-0.945
3.560,1.000,4.803,-2.196,-1.608,-0.200,-0.922
3.570,1.000,4.781,-2.294,-1.488,-0.200,-0.898
3.580,1.000,4.758,-2.392,-1.367,-0.200,-0.873
3.590,1.000,4.734,-2.490,-1.245,-0.200,-0.849
3.600,1.000,4.709,-2.588,-1.122,-0.200,-0.824
3.610,1.000,4.684,-2.686,-0.998,-0.200,-0.800
3.620,1.000,4.657,-2.784,-0.873,-0.200,-0.775
3.630,1.000,4.629,-2.882,-0.747,-0.200,-0.749
3.640,1.000,4.600,-2.980,-0.620,-0.200,-0.724
3.650,1.000,4.570,-3.078,-0.492,-0.200,-0.698
3.660,1.000,4.540,-3.176,-0.363,-0.200,-0.673
3.670,1.000,4.508,-3.274,-0.233,-0.200,-0.647
3.680,1.000,4.475,-3.372,-0.103,-0.200,-0.621
3.690,1.000,4.441,-3.470,0.029,-0.171,-0.507
3.700,1.000,4.407,-3.569,0.162,-0.009,0.006
3.710,1.000,4.371,-3.667,0.296,0.200,0.659
3.720,1.000,4.334,-3.609,0.275,0.200,0.655
3.730,1.000,4.298,-3.554,0.256,0.200,0.651
3.740,1.000,4.263,-3.500,0.238,0.200,0.648
3.750,1.000,4.228,-3.448,0.221,0.200,0.644
3.760,1.000,4.193,-3.398,0.205,0.200,0.641
3.770,1.000,4.159,-3.349,0.190,0.200,0.638
3.780,1.000,4.126,-3.302,0.176,0.200,0.635
3.790,1.000,4.093,-3.256,0.163,0.200,0.633
3.800,1.000,4.060,-3.211,0.150,0.200,0.630
3.810,1.000,4.028,-3.167,0.139,0.200,0.628
3.820,1.000,3.996,-3.124,0.127,0.200,0.625
3.830,1.000,3.965,-3.082,0.117,0.200,0.623
3.840,1.000,3.934,-3.041,0.107,0.200,0.621
3.850,1.000,3.904,-3.001,0.097,0.200,0.619
3.860,1.000,3.874,-2.962,0.088,0.200,0.618
3.870,1.000,3.844,-2.924,0.079,0.200,0.616
3.880,1.000,3.815,-2.886,0.071,0.200,0.614
3.890,1.000,3.786,-2.849,0.063,0.200,0.613
3.900,1.000,3.758,-2.813,0.055,0.200,0.611
3.910,1.000,3.729,-2.778,0.048,0.200,0.610
3.920,1.000,3.702,-2.743,0.041,0.200,0.608
3.930,1.000,3.674,-2.709,0.034,0.200,0.607
3.940,1.000,3.647,-2.675,0.028,0.200,0.606
3.950,1.000,3.620,-2.642,0.021,0.200,0.604
3.960,1.000,3.594,-2.609,0.015,0.200,0.603
3.970,1.000,3.568,-2.577,0.009,0.200,0.602
3.980,1.000,3.542,-2.546,0.004,0.200,0.601
3.990,1.000,3.517,-2.515,-0.002,0.198,0.594
4.000,1.000,3.492,-2.487,-0.005,0.193,0.579
4.010,1.000,3.467,-2.465,-0.002,0.192,0.574
4.020,1.000,3.442,-2.445,0.003,0.195,0.584
4.030,1.000,3.418,-2.421,0.003,0.198,0.595
4.040,1.000,3.393,-2.393,-0.001,0.197,0.592
4.050,1.000,3.369,-2.366,-0.004,0.193,0.579
4.060,1.000,3.346,-2.344,-0.002,0.191,0.573
4.070,1.000,3.322,-2.324,0.002,0.193,0.579
4.080,1.000,3.299,-2.302,0.003,0.196,0.589
4.090,1.000,3.276,-2.276,0.000,0.196,0.589
4.100,1.000,3.253,-2.250,-0.003,0.193,0.579
4.110,1.000,3.231,-2.228,-0.002,0.191,0.572
4.120,1.000,3.209,-2.209,0.001,0.192,0.576
4.130,1.000,3.186,-2.189,0.003,0.194,0.584
4.140,1.000,3.165,-2.165,0.001,0.195,0.586
4.150,1.000,3.143,-2.141,-0.002,0.193,0.578
4.160,1.000,3.121,-2.119,-0.002,0.191,0.571
4.170,1.000,3.100,-2.100,0.000,0.191,0.572
4.180,1.000,3.079,-2.081,0.002,0.193,0.579
4.190,1.000,3.058,-2.060,0.001,0.194,0.582
4.200,1.000,3.038,-2.036,-0.001,0.193,0.577
4.210,1.000,3.018,-2.015,-0.002,0.190,0.571
4.220,1.000,2.997,-1.997,-0.000,0.190,0.570
4.230,1.000,2.977,-1.979,0.002,0.191,0.575
4.240,1.000,2.958,-1.959,0.001,0.193,0.578
4.250,1.000,2.938,-1.937,-0.001,0.192,0.576
4.260,1.000,2.919,-1.917,-0.002,0.190,0.570
4.270,1.000,2.899,-1.899,-0.001,0.189,0.568
4.280,1.000,2.880,-1.881,0.001,0.190,0.571
4.290,1.000,2.862,-1.863,0.001,0.192,0.575
4.300,1.000,2.843,-1.843,-0.000,0.191,0.574
4.310,1.000,2.825,-1.823,-0.002,0.190,0.569
4.320,1.000,2.806,-1.805,-0.001,0.189,0.566
4.330,1.000,2.788,-1.789,0.000,0.189,0.568
4.340,1.000,2.770,-1.772,0.001,0.190,0.571
4.350,1.000,2.753,-1.753,0.000,0.191,0.572
4.360,1.000,2.735,-1.734,-0.001,0.189,0.568
4.370,1.000,2.718,-1.717,-0.001,0.188,0.565
4.380,1.000,2.701,-1.701,0.000,0.188,0.565
4.390,1.000,2.684,-1.685,0.001,0.189,0.568
4.400,1.000,2.667,-1.667,0.000,0.190,0.569
4.410,1.000,2.650,-1.649,-0.001,0.189,0.567
4.420,1.000,2.634,-1.633,-0.001,0.188,0.564
4.430,1.000,2.617,-1.617,-0.000,0.188,0.563
4.440,1.000,2.601,-1.602,0.001,0.188,0.565
4.450,1.000,2.585,-1.586,0.001,0.189,0.567
4.460,1.000,2.569,-1.569,-0.000,0.188,0.565
4.470,1.000,2.554,-1.553,-0.001,0.188,0.563
4.480,1.000,2.538,-1.538,-0.000,0.187,0.561
4.490,1.000,2.523,-1.523,0.000,0.187,0.562
4.500,1.000,2.507,-1.508,0.001,0.188,0.564
4.510,1.000,2.492,-1.492,-0.000,0.188,0.564
4.520,1.000,2.477,-1.477,-0.001,0.187,0.561
4.530,1.000,2.463,-1.462,-0.001,0.187,0.560
4.540,1.000,2.448,-1.448,0.000,0.187,0.560
4.550,1.000,2.434,-1.434,0.000,0.187,0.562
4.560,1.000,2.419,-1.419,0.000,0.187,0.562
4.570,1.000,2.405,-1.405,-0.001,0.187,0.560
4.580,1.000,2.391,-1.390,-0.001,0.186,0.558
4.590,1.000,2.377,-1.377,-0.000,0.186,0.558
4.600,1.000,2.363,-1.364,0.000,0.186,0.559
4.610,1.000,2.350,-1.350,0.000,0.187,0.560
4.620,1.000,2.336,-1.336,-0.000,0.186,0.559
4.630,1.000,2.323,-1.322,-0.001,0.186,0.557
4.640,1.000,2.310,-1.309,-0.000,0.185,0.556
4.650,1.000,2.297,-1.297,0.000,0.186,0.557
4.660,1.000,2.284,-1.284,0.000,0.186,0.558
