time,target,z,dz,e,ei,u
4.670,1.000,2.271,-1.271,-0.000,0.186,0.557
4.680,1.000,2.258,-1.258,-0.000,0.185,0.556
4.690,1.000,2.245,-1.245,-0.000,0.185,0.555
4.700,1.000,2.233,-1.233,0.000,0.185,0.555
4.710,1.000,2.221,-1.221,0.000,0.185,0.556
4.720,1.000,2.208,-1.208,0.000,0.185,0.556
4.730,1.000,2.196,-1.196,-0.000,0.185,0.555
4.740,1.000,2.184,-1.184,-0.000,0.185,0.554
4.750,1.000,2.173,-1.172,-0.000,0.184,0.553
4.760,1.000,2.161,-1.161,0.000,0.185,0.554
4.770,1.000,2.149,-1.149,0.000,0.185,0.554
4.780,1.000,2.138,-1.138,-0.000,0.185,0.554
4.790,1.000,2.126,-1.126,-0.000,0.184,0.553
4.800,1.000,2.115,-1.115,-0.000,0.184,0.552
4.810,1.000,2.104,-1.104,0.000,0.184,0.552
4.820,1.000,2.093,-1.093,0.000,0.184,0.553
4.830,1.000,2.082,-1.082,-0.000,0.184,0.552
4.840,1.000,2.071,-1.071,-0.000,0.184,0.551
4.850,1.000,2.060,-1.060,-0.000,0.184,0.551
4.860,1.000,2.050,-1.050,-0.000,0.184,0.551
4.870,1.000,2.039,-1.039,0.000,0.184,0.551
4.880,1.000,2.029,-1.029,-0.000,0.184,0.551
4.890,1.000,2.019,-1.018,-0.000,0.183,0.550
4.900,1.000,2.008,-1.008,-0.000,0.183,0.550
4.910,1.000,1.998,-0.998,-0.000,0.183,0.549
4.920,1.000,1.988,-0.988,0.000,0.183,0.550
4.930,1.000,1.979,-0.979,0.000,0.183,0.550
4.940,1.000,1.969,-0.969,-0.000,0.183,0.549
4.950,1.000,1.959,-0.959,-0.000,0.183,0.548
4.960,1.000,1.949,-0.949,-0.000,0.183,0.548
4.970,1.000,1.940,-0.940,0.000,0.183,0.548
4.980,1.000,1.931,-0.931,0.000,0.183,0.548
4.990,1.000,1.921,-0.921,-0.000,0.183,0.548
5.000,1.000,1.912,-0.912,-0.000,0.182,0.547
5.010,1.000,1.903,-0.903,-0.000,0.182,0.547
5.020,1.000,1.894,-0.894,-0.000,0.182,0.547
5.030,1.000,1.885,-0.885,0.000,0.182,0.547
5.040,1.000,1.876,-0.876,-0.000,0.182,0.547
5.050,1.000,1.867,-0.867,-0.000,0.182,0.546
5.060,1.000,1.859,-0.859,-0.000,0.182,0.546
5.070,1.000,1.850,-0.850,-0.000,0.182,0.546
5.080,1.000,1.842,-0.842,-0.000,0.182,0.546
5.090,1.000,1.833,-0.833,0.000,0.182,0.546
5.100,1.000,1.825,-0.825,-0.000,0.182,0.545
5.110,1.000,1.817,-0.816,-0.000,0.182,0.545
5.120,1.000,1.808,-0.808,-0.000,0.182,0.545
5.130,1.000,1.800,-0.800,-0.000,0.182,0.545
5.140,1.000,1.792,-0.792,0.000,0.182,0.545
5.150,1.000,1.784,-0.784,-0.000,0.181,0.544
5.160,1.000,1.777,-0.776,-0.000,0.181,0.544
5.170,1.000,1.769,-0.769,-0.000,0.181,0.544
5.180,1.000,1.761,-0.761,-0.000,0.181,0.543
5.190,1.000,1.754,-0.754,-0.000,0.181,0.543
5.200,1.000,1.746,-0.746,-0.000,0.181,0.543
5.210,1.000,1.739,-0.738,-0.000,0.181,0.543
5.220,1.000,1.731,-0.731,-0.000,0.181,0.543
5.230,1.000,1.724,-0.724,-0.000,0.181,0.543
5.240,1.000,1.717,-0.717,-0.000,0.181,0.542
5.250,1.000,1.709,-0.709,-0.000,0.181,0.542
5.260,1.000,1.702,-0.702,-0.000,0.181,0.542
5.270,1.000,1.695,-0.695,-0.000,0.181,0.542
5.280,1.000,1.688,-0.688,-0.000,0.181,0.542
5.290,1.000,1.681,-0.681,-0.000,0.181,0.541
5.300,1.000,1.675,-0.675,-0.000,0.180,0.541
5.310,1.000,1.668,-0.668,-0.000,0.180,0.541
5.320,1.000,1.661,-0.661,-0.000,0.180,0.541
5.330,1.000,1.655,-0.655,-0.000,0.180,0.541
5.340,1.000,1.648,-0.648,-0.000,0.180,0.541
5.350,1.000,1.642,-0.642,-0.000,0.180,0.541
5.360,1.000,1.635,-0.635,-0.000,0.180,0.540
5.370,1.000,1.629,-0.629,-0.000,0.180,0.540
5.380,1.000,1.623,-0.622,-0.000,0.180,0.540
5.390,1.000,1.616,-0.616,-0.000,0.180,0.540
5.400,1.000,1.610,-0.610,-0.000,0.180,0.540
5.410,1.000,1.604,-0.604,-0.000,0.180,0.540
5.420,1.000,1.598,-0.598,-0.000,0.180,0.539
5.430,1.000,1.592,-0.592,-0.000,0.180,0.539
5.440,1.000,1.586,-0.586,-0.000,0.180,0.539
5.450,1.000,1.580,-0.580,-0.000,0.180,0.539
5.460,1.000,1.574,-0.574,-0.000,0.180,0.539
5.470,1.000,1.569,-0.569,-0.000,0.180,0.539
5.480,1.000,1.563,-0.563,-0.000,0.180,0.539
5.490,1.000,1.557,-0.557,-0.000,0.179,0.538
5.500,1.000,1.552,-0.552,-0.000,0.179,0.538
5.510,1.000,1.546,-0.546,-0.000,0.179,0.538
5.520,1.000,1.541,-0.541,-0.000,0.179,0.538
5.530,1.000,1.535,-0.535,-0.000,0.179,0.538
5.540,1.000,1.530,-0.530,-0.000,0.179,0.538
5.550,1.000,1.525,-0.525,-0.000,0.179,0.537
5.560,1.000,1.520,-0.519,-0.000,0.179,0.537
5.570,1.000,1.514,-0.514,-0.000,0.179,0.537
5.580,1.000,1.509,-0.509,-0.000,0.179,0.537
5.590,1.000,1.504,-0.504,-0.000,0.179,0.537
5.600,1.000,1.499,-0.499,-0.000,0.179,0.537
5.610,1.000,1.494,-0.494,-0.000,0.179,0.537
5.620,1.000,1.489,-0.489,-0.000,0.179,0.537
5.630,1.000,1.484,-0.484,-0.000,0.179,0.536
5.640,1.000,1.479,-0.479,-0.000,0.179,0.536
5.650,1.000,1.475,-0.475,-0.000,0.179,0.536
5.660,1.000,1.470,-0.470,-0.000,0.179,0.536
5.670,1.000,1.465,-0.465,-0.000,0.179,0.536
5.680,1.000,1.461,-0.460,-0.000,0.179,0.536
5.690,1.000,1.456,-0.456,-0.000,0.179,0.536
5.700,1.000,1.451,-0.451,-0.000,0.179,0.536
5.710,1.000,1.447,-0.447,-0.000,0.178,0.535
5.720,1.000,1.442,-0.442,-0.000,0.178,0.535
5.730,1.000,1.438,-0.438,-0.000,0.178,0.535
5.740,1.000,1.434,-0.434,-0.000,0.178,0.535
5.750,1.000,1.429,-0.429,-0.000,0.178,0.535
5.760,1.000,1.425,-0.425,-0.000,0.178,0.535
5.770,1.000,1.421,-0.421,-0.000,0.178,0.535
5.780,1.000,1.416,-0.416,-0.000,0.178,0.535
5.790,1.000,1.412,-0.412,-0.000,0.178,0.535
5.800,1.000,1.408,-0.408,-0.000,0.178,0.534
5.810,1.000,1.404,-0.404,-0.000,0.178,0.534
5.820,1.000,1.400,-0.400,-0.000,0.178,0.534
5.830,1.000,1.396,-0.396,-0.000,0.178,0.534
5.840,1.000,1.392,-0.392,-0.000,0.178,0.534
5.850,1.000,1.388,-0.388,-0.000,0.178,0.534
5.860,1.000,1.384,-0.384,-0.000,0.178,0.534
5.870,1.000,1.380,-0.380,-0.000,0.178,0.534
5.880,1.000,1.377,-0.377,-0.000,0.178,0.534
5.890,1.000,1.373,-0.373,-0.000,0.178,0.534
5.900,1.000,1.369,-0.369,-0.000,0.178,0.533
5.910,1.000,1.365,-0.365,-0.000,0.178,0.533
5.920,1.000,1.362,-0.362,-0.000,0.178,0.533
5.930,1.000,1.358,-0.358,-0.000,0.178,0.533
5.940,1.000,1.355,-0.355,-0.000,0.178,0.533
5.950,1.000,1.351,-0.351,-0.000,0.178,0.533
5.960,1.000,1.348,-0.348,-0.000,0.178,0.533
5.970,1.000,1.344,-0.344,-0.000,0.178,0.533
5.980,1.000,1.341,-0.341,-0.000,0.178,0.533
5.990,1.000,1.337,-0.337,-0.000,0.178,0.533
6.000,1.000,1.334,-0.334,-0.000,0.178,0.533
6.010,1.000,1.331,-0.331,-0.000,0.177,0.532
6.020,1.000,1.327,-0.327,-0.000,0.177,0.532
6.030,1.000,1.324,-0.324,-0.000,0.177,0.532
6.040,1.000,1.321,-0.321,-0.000,0.177,0.532
6.050,1.000,1.318,-0.317,-0.000,0.177,0.532
6.060,1.000,1.314,-0.314,-0.000,0.177,0.532
6.070,1.000,1.311,-0.311,-0.000,0.177,0.532
6.080,1.000,1.308,-0.308,-0.000,0.177,0.532
6.090,1.000,1.305,-0.305,-0.000,0.177,0.532
6.100,1.000,1.302,-0.302,-0.000,0.177,0.532
6.110,1.000,1.299,-0.299,-0.000,0.177,0.532
6.120,1.000,1.296,-0.296,-0.000,0.177,0.532
6.130,1.000,1.293,-0.293,-0.000,0.177,0.531
6.140,1.000,1.290,-0.290,-0.000,0.177,0.531
6.150,1.000,1.287,-0.287,-0.000,0.177,0.531
6.160,1.000,1.284,-0.284,-0.000,0.177,0.531
6.170,1.000,1.281,-0.281,-0.000,0.177,0.531
6.180,1.000,1.279,-0.279,-0.000,0.177,0.531
6.190,1.000,1.276,-0.276,-0.000,0.177,0.531
6.200,1.000,1.273,-0.273,-0.000,0.177,0.531
6.210,1.000,1.270,-0.270,-0.000,0.177,0.531
6.220,1.000,1.268,-0.268,-0.000,0.177,0.531
6.230,1.000,1.265,-0.265,-0.000,0.177,0.531
6.240,1.000,1.262,-0.262,-0.000,0.177,0.531
6.250,1.000,1.260,-0.260,-0.000,0.177,0.531
6.260,1.000,1.257,-0.257,-0.000,0.177,0.530
6.270,1.000,1.255,-0.255,-0.000,0.177,0.530
6.280,1.000,1.252,-0.252,-0.000,0.177,0.530
6.290,1.000,1.249,-0.249,-0.000,0.177,0.530
6.300,1.000,1.247,-0.247,-0.000,0.177,0.530
6.310,1.000,1.245,-0.244,-0.000,0.177,0.530
6.320,1.000,1.242,-0.242,-0.000,0.177,0.530
6.330,1.000,1.240,-0.240,-0.000,0.177,0.530
6.340,1.000,1.237,-0.237,-0.000,0.177,0.530
6.350,1.000,1.235,-0.235,-0.000,0.177,0.530
6.360,1.000,1.233,-0.233,-0.000,0.177,0.530
6.370,1.000,1.230,-0.230,-0.000,0.177,0.530
6.380,1.000,1.228,-0.228,-0.000,0.177,0.530
6.390,1.000,1.226,-0.226,-0.000,0.177,0.530
6.400,1.000,1.223,-0.223,-0.000,0.177,0.530
6.410,1.000,1.221,-0.221,-0.000,0.177,0.530
6.420,1.000,1.219,-0.219,-0.000,0.176,0.529
6.430,1.000,1.217,-0.217,-0.000,0.176,0.529
6.440,1.000,1.215,-0.215,-0.000,0.176,0.529
6.450,1.000,1.212,-0.212,-0.000,0.176,0.529
6.460,1.000,1.210,-0.210,-0.000,0.176,0.529
6.470,1.000,1.208,-0.208,-0.000,0.176,0.529
6.480,1.000,1.206,-0.206,-0.000,0.176,0.529
6.490,1.000,1.204,-0.204,-0.000,0.176,0.529
6.500,1.000,1.202,-0.202,-0.000,0.176,0.529
6.510,1.000,1.200,-0.200,-0.000,0.176,0.529
6.520,1.000,1.198,-0.198,-0.000,0.176,0.529
6.530,1.000,1.196,-0.196,-0.000,0.176,0.529
6.540,1.000,1.194,-0.194,-0.000,0.176,0.529
6.550,1.000,1.192,-0.192,-0.000,0.176,0.529
6.560,1.000,1.190,-0.190,-0.000,0.176,0.529
6.570,1.000,1.188,-0.188,-0.000,0.176,0.529
6.580,1.000,1.186,-0.186,-0.000,0.176,0.529
6.590,1.000,1.185,-0.185,-0.000,0.176,0.529
6.600,1.000,1.183,-0.183,-0.000,0.176,0.529
6.610,1.000,1.181,-0.181,-0.000,0.176,0.528
6.620,1.000,1.179,-0.179,-0.000,0.176,0.528
6.630,1.000,1.177,-0.177,-0.000,0.176,0.528
6.640,1.000,1.175,-0.175,-0.000,0.176,0.528
6.650,1.000,1.174,-0.174,-0.000,0.176,0.528
6.660,1.000,1.172,-0.172,-0.000,0.176,0.528
6.670,7.000,1.170,-0.170,6.000,0.200,1.800
6.680,7.000,1.169,0.089,5.742,0.200,1.748
6.690,7.000,1.169,0.349,5.482,0.200,1.696
6.700,7.000,1.173,0.608,5.219,0.200,1.644
6.710,7.000,1.179,0.868,4.953,0.200,1.591
6.720,7.000,1.188,1.127,4.685,0.200,1.537
6.730,7.000,1.199,1.387,4.414,0.200,1.483
6.740,7.000,1.213,1.646,4.141,0.200,1.428
6.750,7.000,1.229,1.906,3.865,0.200,1.373
6.760,7.000,1.248,2.165,3.586,0.200,1.317
6.770,7.000,1.270,2.425,3.305,0.200,1.261
6.780,7.000,1.294,2.685,3.021,0.200,1.204
6.790,7.000,1.321,2.944,2.735,0.200,1.147
6.800,7.000,1.351,3.204,2.446,0.200,1.089
6.810,7.000,1.383,3.463,2.154,0.200,1.031
6.820,7.000,1.417,3.723,1.860,0.200,0.972
6.830,7.000,1.454,3.962,1.583,0.200,0.917
6.840,7.000,1.494,4.165,1.341,0.200,0.868
6.850,7.000,1.536,4.336,1.128,0.200,0.826
6.860,7.000,1.579,4.482,0.939,0.200,0.788
6.870,7.000,1.624,4.606,0.770,0.200,0.754
6.880,7.000,1.670,4.711,0.619,0.200,0.724
6.890,7.000,1.717,4.800,0.483,0.200,0.697
6.900,7.000,1.765,4.876,0.359,0.200,0.672
6.910,7.000,1.814,4.939,0.247,0.200,0.649
6.920,7.000,1.863,4.992,0.145,0.200,0.629
6.930,7.000,1.913,5.035,0.052,0.200,0.610
6.940,7.000,1.964,5.070,-0.034,0.166,0.492
6.950,7.000,2.014,5.059,-0.073,0.093,0.265
6.960,7.000,2.065,4.986,-0.051,0.043,0.118
6.970,7.000,2.115,4.893,-0.007,0.035,0.105
6.980,7.000,2.164,4.798,0.038,0.073,0.227
6.990,7.000,2.212,4.719,0.070,0.143,0.442
7.000,7.000,2.259,4.691,0.050,0.193,0.590
7.010,7.000,2.306,4.717,-0.023,0.170,0.507
7.020,7.000,2.353,4.711,-0.064,0.107,0.307
7.030,7.000,2.400,4.647,-0.047,0.060,0.171
7.040,7.000,2.446,4.559,-0.005,0.055,0.163
7.050,7.000,2.492,4.470,0.038,0.092,0.284
7.060,7.000,2.537,4.401,0.062,0.154,0.475
7.070,7.000,2.581,4.384,0.035,0.190,0.576
7.080,7.000,2.625,4.404,-0.029,0.161,0.476
7.090,7.000,2.669,4.387,-0.056,0.105,0.303
7.100,7.000,2.712,4.322,-0.035,0.070,0.203
7.110,7.000,2.756,4.239,0.006,0.076,0.228
7.120,7.000,2.798,4.159,0.043,0.118,0.363
7.130,7.000,2.840,4.108,0.052,0.170,0.521
7.140,7.000,2.881,4.107,0.012,0.182,0.549
7.150,7.000,2.922,4.117,-0.039,0.143,0.422
7.160,7.000,2.963,4.083,-0.046,0.098,0.284
7.170,7.000,3.004,4.013,-0.017,0.081,0.238
7.180,7.000,3.044,3.936,0.020,0.101,0.307
7.190,7.000,3.083,3.871,0.045,0.146,0.448
7.200,7.000,3.122,3.845,0.033,0.179,0.545
7.210,7.000,3.160,3.853,-0.014,0.166,0.495
7.220,7.000,3.199,3.842,-0.042,0.124,0.365
7.230,7.000,3.237,3.792,-0.029,0.095,0.279
7.240,7.000,3.275,3.722,0.003,0.098,0.294
7.250,7.000,3.313,3.655,0.033,0.131,0.399
7.260,7.000,3.349,3.613,0.038,0.168,0.512
7.270,7.000,3.385,3.609,0.006,0.174,0.523
7.280,7.000,3.421,3.609,-0.030,0.144,0.425
7.290,7.000,3.457,3.575,-0.033,0.111,0.326
7.300,7.000,3.493,3.515,-0.009,0.102,0.305
7.310,7.000,3.528,3.451,0.021,0.123,0.374
7.320,7.000,3.563,3.403,0.034,0.158,0.480
7.330,7.000,3.597,3.387,0.016,0.174,0.525
7.340,7.000,3.631,3.387,-0.018,0.156,0.463
7.350,7.000,3.665,3.366,-0.031,0.125,0.368
7.360,7.000,3.698,3.317,-0.015,0.110,0.327
7.370,7.000,3.731,3.257,0.012,0.122,0.368
7.380,7.000,3.764,3.207,0.029,0.151,0.458
7.390,7.000,3.796,3.184,0.020,0.171,0.516
7.400,7.000,3.828,3.181,-0.009,0.162,0.483
7.410,7.000,3.860,3.166,-0.026,0.135,0.401
7.420,7.000,3.891,3.126,-0.017,0.118,0.351
7.430,7.000,3.923,3.072,0.005,0.124,0.372
7.440,7.000,3.953,3.023,0.023,0.147,0.446
7.450,7.000,3.984,2.996,0.020,0.167,0.506
7.460,7.000,4.014,2.990,-0.003,0.164,0.492
7.470,7.000,4.043,2.978,-0.021,0.143,0.424
7.480,7.000,4.073,2.944,-0.017,0.125,0.373
7.490,7.000,4.103,2.896,0.002,0.127,0.381
7.500,7.000,4.132,2.850,0.019,0.146,0.441
7.510,7.000,4.160,2.821,0.019,0.165,0.497
7.520,7.000,4.188,2.811,0.000,0.165,0.494
7.530,7.000,4.216,2.801,-0.017,0.148,0.439
7.540,7.000,4.244,2.772,-0.016,0.131,0.391
7.550,7.000,4.272,2.728,-0.000,0.131,0.393
7.560,7.000,4.299,2.685,0.015,0.146,0.441
7.570,7.000,4.326,2.657,0.017,0.163,0.492
7.580,7.000,4.353,2.645,0.002,0.164,0.494
7.590,7.000,4.379,2.635,-0.014,0.151,0.449
7.600,7.000,4.406,2.609,-0.014,0.136,0.406
7.610,7.000,4.432,2.569,-0.001,0.135,0.405
7.620,7.000,4.457,2.530,0.012,0.148,0.445
7.630,7.000,4.483,2.503,0.014,0.162,0.489
7.640,7.000,4.508,2.490,0.002,0.164,0.492
7.650,7.000,4.533,2.479,-0.011,0.153,0.455
7.660,7.000,4.558,2.455,-0.012,0.140,0.418
7.670,7.000,4.582,2.419,-0.001,0.139,0.416
7.680,7.000,4.606,2.383,0.011,0.149,0.450
7.690,7.000,4.630,2.358,0.012,0.162,0.487
7.700,7.000,4.654,2.345,0.002,0.163,0.491
7.710,7.000,4.677,2.333,-0.010,0.154,0.459
7.720,7.000,4.700,2.310,-0.010,0.143,0.428
7.730,7.000,4.724,2.277,-0.001,0.142,0.427
7.740,7.000,4.746,2.245,0.009,0.152,0.457
7.750,7.000,4.769,2.221,0.010,0.162,0.487
7.760,7.000,4.791,2.208,0.001,0.163,0.489
7.770,7.000,4.813,2.195,-0.008,0.155,0.462
7.780,7.000,4.835,2.174,-0.009,0.146,0.436
7.790,7.000,4.857,2.144,-0.000,0.146,0.437
7.800,7.000,4.878,2.114,0.008,0.154,0.463
7.810,7.000,4.899,2.092,0.008,0.162,0.488
7.820,7.000,4.920,2.079,0.000,0.162,0.487
7.830,7.000,4.941,2.066,-0.007,0.155,0.464
7.840,7.000,4.962,2.045,-0.007,0.148,0.443
7.850,7.000,4.982,2.017,0.000,0.149,0.446
7.860,7.000,5.002,1.991,0.007,0.156,0.469
7.870,7.000,5.022,1.971,0.007,0.163,0.489
7.880,7.000,5.042,1.959,-0.000,0.162,0.486
7.890,7.000,5.062,1.945,-0.007,0.156,0.465
7.900,7.000,5.081,1.924,-0.005,0.150,0.450
7.910,7.000,5.100,1.899,0.001,0.151,0.455
7.920,7.000,5.119,1.874,0.006,0.158,0.475
7.930,7.000,5.138,1.857,0.005,0.163,0.490
7.940,7.000,5.156,1.845,-0.001,0.162,0.485
7.950,7.000,5.175,1.831,-0.006,0.156,0.467
7.960,7.000,5.193,1.811,-0.004,0.152,0.456
7.970,7.000,5.211,1.787,0.002,0.154,0.462
7.980,7.000,5.229,1.765,0.006,0.160,0.480
7.990,7.000,5.247,1.749,0.004,0.163,0.491
8.000,7.000,5.264,1.737,-0.002,0.162,0.484
8.010,7.000,5.282,1.723,-0.005,0.157,0.469
8.020,7.000,5.299,1.704,-0.003,0.154,0.461
8.030,7.000,5.316,1.682,0.002,0.156,0.469
8.040,7.000,5.333,1.662,0.005,0.161,0.484
8.050,7.000,5.349,1.648,0.002,0.164,0.491
8.060,7.000,5.366,1.636,-0.002,0.161,0.484
8.070,7.000,5.382,1.622,-0.004,0.157,0.471
8.080,7.000,5.399,1.603,-0.002,0.156,0.467
8.090,7.000,5.415,1.583,0.003,0.158,0.475
8.100,7.000,5.430,1.566,0.004,0.162,0.488
8.110,7.000,5.446,1.553,0.001,0.164,0.491
8.120,7.000,5.462,1.541,-0.002,0.161,0.483
8.130,7.000,5.477,1.526,-0.003,0.158,0.473
8.140,7.000,5.492,1.508,-0.001,0.157,0.472
8.150,7.000,5.507,1.490,0.003,0.160,0.481
8.160,7.000,5.522,1.475,0.003,0.163,0.490
8.170,7.000,5.537,1.463,0.000,0.164,0.491
8.180,7.000,5.552,1.451,-0.002,0.161,0.484
8.190,7.000,5.566,1.436,-0.002,0.159,0.476
8.200,7.000,5.580,1.419,0.000,0.159,0.477
8.210,7.000,5.595,1.403,0.003,0.162,0.486
8.220,7.000,5.609,1.389,0.002,0.164,0.493
8.230,7.000,5.623,1.378,-0.000,0.164,0.491
8.240,7.000,5.636,1.366,-0.002,0.162,0.484
8.250,7.000,5.650,1.352,-0.002,0.160,0.479
8.260,7.000,5.664,1.336,0.001,0.161,0.482
8.270,7.000,5.677,1.321,0.002,0.163,0.489
8.280,7.000,5.690,1.308,0.002,0.165,0.494
8.290,7.000,5.703,1.298,-0.001,0.164,0.492
8.300,7.000,5.716,1.286,-0.002,0.162,0.485
8.310,7.000,5.729,1.272,-0.001,0.161,0.482
8.320,7.000,5.742,1.257,0.001,0.162,0.486
8.330,7.000,5.754,1.244,0.002,0.164,0.493
8.340,7.000,5.767,1.232,0.001,0.165,0.495
8.350,7.000,5.779,1.222,-0.001,0.164,0.492
8.360,7.000,5.791,1.210,-0.002,0.162,0.487
8.370,7.000,5.803,1.197,-0.000,0.162,0.486
8.380,7.000,5.815,1.183,0.001,0.163,0.490
8.390,7.000,5.827,1.171,0.002,0.165,0.495
8.400,7.000,5.839,1.161,0.000,0.165,0.496
8.410,7.000,5.850,1.151,-0.001,0.164,0.492
8.420,7.000,5.862,1.139,-0.001,0.163,0.489
8.430,7.000,5.873,1.126,0.000,0.163,0.489
8.440,7.000,5.885,1.114,0.001,0.164,0.493
8.450,7.000,5.896,1.103,0.001,0.166,0.497
8.460,7.000,5.907,1.093,-0.000,0.165,0.496
8.470,7.000,5.918,1.083,-0.001,0.164,0.493
8.480,7.000,5.929,1.072,-0.001,0.164,0.491
8.490,7.000,5.939,1.060,0.000,0.164,0.492
8.500,7.000,5.950,1.049,0.001,0.165,0.496
8.510,7.000,5.960,1.039,0.001,0.166,0.498
8.520,7.000,5.971,1.030,-0.000,0.166,0.497
8.530,7.000,5.981,1.020,-0.001,0.165,0.494
8.540,7.000,5.991,1.009,-0.000,0.164,0.493
8.550,7.000,6.001,0.998,0.001,0.165,0.495
8.560,7.000,6.011,0.988,0.001,0.166,0.499
8.570,7.000,6.021,0.978,0.000,0.166,0.499
8.580,7.000,6.031,0.970,-0.001,0.166,0.498
8.590,7.000,6.041,0.960,-0.001,0.165,0.495
8.600,7.000,6.050,0.950,-0.000,0.165,0.495
8.610,7.000,6.060,0.939,0.001,0.166,0.498
8.620,7.000,6.069,0.930,0.001,0.167,0.500
8.630,7.000,6.079,0.921,0.000,0.167,0.500
8.640,7.000,6.088,0.913,-0.001,0.166,0.498
8.650,7.000,6.097,0.904,-0.000,0.166,0.497
8.660,7.000,6.106,0.894,0.000,0.166,0.498
8.670,7.000,6.115,0.884,0.001,0.167,0.500
8.680,7.000,6.124,0.876,0.001,0.167,0.502
8.690,7.000,6.132,0.868,-0.000,0.167,0.501
8.700,7.000,6.141,0.859,-0.001,0.166,0.499
8.710,7.000,6.150,0.851,-0.000,0.166,0.499
8.720,7.000,6.158,0.841,0.000,0.167,0.500
8.730,7.000,6.167,0.833,0.001,0.167,0.502
8.740,7.000,6.175,0.825,0.000,0.168,0.503
8.750,7.000,6.183,0.817,-0.000,0.167,0.502
8.760,7.000,6.191,0.809,-0.000,0.167,0.500
8.770,7.000,6.199,0.801,0.000,0.167,0.501
8.780,7.000,6.207,0.792,0.000,0.167,0.502
8.790,7.000,6.215,0.784,0.000,0.168,0.503
8.800,7.000,6.223,0.777,0.000,0.168,0.504
8.810,7.000,6.231,0.769,-0.000,0.168,0.503
8.820,7.000,6.239,0.762,-0.000,0.167,0.502
8.830,7.000,6.246,0.754,0.000,0.167,0.502
8.840,7.000,6.254,0.746,0.000,0.168,0.504
8.850,7.000,6.261,0.738,0.000,0.168,0.505
8.860,7.000,6.269,0.731,-0.000,0.168,0.504
8.870,7.000,6.276,0.724,-0.000,0.168,0.503
8.880,7.000,6.283,0.717,-0.000,0.168,0.503
8.890,7.000,6.290,0.709,0.000,0.168,0.504
8.900,7.000,6.297,0.702,0.000,0.168,0.505
8.910,7.000,6.305,0.695,0.000,0.169,0.506
8.920,7.000,6.311,0.689,-0.000,0.168,0.505
8.930,7.000,6.318,0.682,-0.000,0.168,0.504
8.940,7.000,6.325,0.675,0.000,0.168,0.505
8.950,7.000,6.332,0.668,0.000,0.169,0.506
8.960,7.000,6.339,0.661,0.000,0.169,0.506
8.970,7.000,6.345,0.655,0.000,0.169,0.506
8.980,7.000,6.352,0.648,-0.000,0.169,0.506
8.990,7.000,6.358,0.642,-0.000,0.169,0.506
9.000,7.000,6.365,0.635,0.000,0.169,0.506
9.010,7.000,6.371,0.629,0.000,0.169,0.507
9.020,7.000,6.377,0.623,0.000,0.169,0.507
9.030,7.000,6.384,0.617,-0.000,0.169,0.507
9.040,7.000,6.390,0.610,-0.000,0.169,0.507
9.050,7.000,6.396,0.604,-0.000,0.169,0.507
9.060,7.000,6.402,0.598,0.000,0.169,0.507
9.070,7.000,6.408,0.592,0.000,0.169,0.508
9.080,7.000,6.414,0.586,0.000,0.169,0.508
9.090,7.000,6.420,0.580,-0.000,0.169,0.508
9.100,7.000,6.425,0.575,-0.000,0.169,0.508
9.110,7.000,6.431,0.569,0.000,0.169,0.508
9.120,7.000,6.437,0.563,0.000,0.169,0.509
9.130,7.000,6.442,0.557,0.000,0.170,0.509
9.140,7.000,6.448,0.552,0.000,0.170,0.509
9.150,7.000,6.454,0.547,-0.000,0.170,0.509
9.160,7.000,6.459,0.541,-0.000,0.170,0.509
9.170,7.000,6.464,0.535,0.000,0.170,0.509
9.180,7.000,6.470,0.530,0.000,0.170,0.510
9.190,7.000,6.475,0.525,0.000,0.170,0.510
9.200,7.000,6.480,0.520,-0.000,0.170,0.510
9.210,7.000,6.486,0.515,-0.000,0.170,0.510
9.220,7.000,6.491,0.509,0.000,0.170,0.510
9.230,7.000,6.496,0.504,0.000,0.170,0.510
9.240,7.000,6.501,0.499,0.000,0.170,0.510
9.250,7.000,6.506,0.494,0.000,0.170,0.511
9.260,7.000,6.511,0.489,-0.000,0.170,0.510
9.270,7.000,6.516,0.484,-0.000,0.170,0.510
9.280,7.000,6.520,0.479,0.000,0.170,0.511
9.290,7.000,6.525,0.475,0.000,0.170,0.511
9.300,7.000,6.530,0.470,0.000,0.170,0.511
9.310,7.000,6.535,0.465,0.000,0.170,0.511
9.320,7.000,6.539,0.461,-0.000,0.170,0.511
9.330,7.000,6.544,0.456,0.000,0.170,0.511
9.340,7.000,6.549,0.451,0.000,0.170,0.511
9.350,7.000,6.553,0.447,0.000,0.171,0.512
9.360,7.000,6.558,0.442,0.000,0.171,0.512
9.370,7.000,6.562,0.438,-0.000,0.171,0.512
9.380,7.000,6.566,0.434,-0.000,0.171,0.512
9.390,7.000,6.571,0.429,0.000,0.171,0.512
9.400,7.000,6.575,0.425,0.000,0.171,0.512
9.410,7.000,6.579,0.421,0.000,0.171,0.512
9.420,7.000,6.583,0.417,0.000,0.171,0.513
9.430,7.000,6.588,0.412,-0.000,0.171,0.512
9.440,7.000,6.592,0.408,0.000,0.171,0.512
9.450,7.000,6.596,0.404,0.000,0.171,0.513
9.460,7.000,6.600,0.400,0.000,0.171,0.513
9.470,7.000,6.604,0.396,0.000,0.171,0.513
