time,target,z,dz,e,ei,u
0.690,1.000,4.066,-3.138,0.072,0.200,0.614
0.700,1.000,4.035,-3.102,0.067,0.200,0.613
0.710,1.000,4.004,-3.065,0.061,0.200,0.612
0.720,1.000,3.973,-3.029,0.056,0.200,0.611
0.730,1.000,3.943,-2.994,0.051,0.200,0.610
0.740,1.000,3.913,-2.959,0.046,0.200,0.609
0.750,1.000,3.883,-2.924,0.041,0.200,0.608
0.760,1.000,3.854,-2.890,0.036,0.200,0.607
0.770,1.000,3.825,-2.856,0.031,0.200,0.606
0.780,1.000,3.797,-2.823,0.026,0.200,0.605
0.790,1.000,3.768,-2.790,0.021,0.200,0.604
0.800,1.000,3.740,-2.757,0.017,0.200,0.603
0.810,1.000,3.713,-2.725,0.012,0.200,0.602
0.820,1.000,3.686,-2.693,0.008,0.200,0.602
0.830,1.000,3.659,-2.662,0.003,0.200,0.601
0.840,1.000,3.632,-2.631,-0.001,0.199,0.597
0.850,1.000,3.606,-2.602,-0.004,0.195,0.584
0.860,1.000,3.580,-2.578,-0.002,0.193,0.579
0.870,1.000,3.554,-2.556,0.002,0.195,0.586
0.880,1.000,3.528,-2.531,0.003,0.198,0.595
0.890,1.000,3.503,-2.503,-0.000,0.198,0.594
0.900,1.000,3.478,-2.475,-0.003,0.195,0.584
0.910,1.000,3.453,-2.451,-0.002,0.193,0.577
0.920,1.000,3.429,-2.430,0.001,0.194,0.582
0.930,1.000,3.404,-2.407,0.003,0.196,0.590
0.940,1.000,3.380,-2.381,0.000,0.197,0.590
0.950,1.000,3.357,-2.354,-0.002,0.194,0.583
0.960,1.000,3.333,-2.331,-0.002,0.192,0.576
0.970,1.000,3.310,-2.310,0.001,0.193,0.578
0.980,1.000,3.287,-2.289,0.002,0.195,0.585
0.990,1.000,3.264,-2.265,0.001,0.196,0.587
1.000,1.000,3.241,-2.239,-0.002,0.194,0.581
1.010,1.000,3.219,-2.217,-0.002,0.192,0.575
1.020,1.000,3.197,-2.197,-0.000,0.192,0.575
1.030,1.000,3.175,-2.176,0.002,0.193,0.581
1.040,1.000,3.153,-2.154,0.001,0.194,0.583
1.050,1.000,3.131,-2.130,-0.001,0.193,0.580
1.060,1.000,3.110,-2.108,-0.002,0.191,0.574
1.070,1.000,3.089,-2.088,-0.000,0.191,0.573
1.080,1.000,3.068,-2.069,0.001,0.192,0.577
1.090,1.000,3.047,-2.048,0.001,0.193,0.580
1.100,1.000,3.027,-2.026,-0.001,0.193,0.578
1.110,1.000,3.007,-2.005,-0.002,0.191,0.573
1.120,1.000,2.987,-1.986,-0.001,0.190,0.571
1.130,1.000,2.967,-1.967,0.001,0.191,0.573
1.140,1.000,2.947,-1.948,0.001,0.192,0.576
1.150,1.000,2.928,-1.927,-0.000,0.192,0.575
1.160,1.000,2.908,-1.907,-0.001,0.191,0.572
1.170,1.000,2.889,-1.888,-0.001,0.190,0.569
1.180,1.000,2.870,-1.871,0.000,0.190,0.570
1.190,1.000,2.852,-1.852,0.001,0.191,0.573
1.200,1.000,2.833,-1.833,0.000,0.191,0.573
1.210,1.000,2.815,-1.814,-0.001,0.190,0.570
1.220,1.000,2.797,-1.796,-0.001,0.189,0.567
1.230,1.000,2.779,-1.779,-0.000,0.189,0.567
1.240,1.000,2.761,-1.762,0.001,0.190,0.570
1.250,1.000,2.743,-1.744,0.000,0.190,0.571
1.260,1.000,2.726,-1.725,-0.001,0.190,0.569
1.270,1.000,2.709,-1.708,-0.001,0.189,0.566
1.280,1.000,2.691,-1.691,-0.000,0.188,0.565
1.290,1.000,2.675,-1.675,0.000,0.189,0.567
1.300,1.000,2.658,-1.658,0.000,0.189,0.568
1.310,1.000,2.641,-1.641,-0.000,0.189,0.567
1.320,1.000,2.625,-1.624,-0.001,0.188,0.565
1.330,1.000,2.609,-1.608,-0.000,0.188,0.563
1.340,1.000,2.593,-1.593,0.000,0.188,0.564
1.350,1.000,2.577,-1.577,0.000,0.188,0.565
1.360,1.000,2.561,-1.561,-0.000,0.188,0.565
1.370,1.000,2.545,-1.545,-0.001,0.188,0.563
1.380,1.000,2.530,-1.529,-0.001,0.187,0.562
1.390,1.000,2.514,-1.515,0.000,0.187,0.562
1.400,1.000,2.499,-1.500,0.000,0.188,0.563
1.410,1.000,2.484,-1.484,0.000,0.188,0.563
1.420,1.000,2.469,-1.469,-0.000,0.187,0.562
1.430,1.000,2.455,-1.454,-0.001,0.187,0.560
1.440,1.000,2.440,-1.440,-0.000,0.187,0.560
1.450,1.000,2.426,-1.426,0.000,0.187,0.561
1.460,1.000,2.412,-1.412,0.000,0.187,0.561
1.470,1.000,2.397,-1.397,-0.000,0.187,0.560
1.480,1.000,2.383,-1.383,-0.000,0.186,0.559
1.490,1.000,2.370,-1.369,-0.000,0.186,0.558
1.500,1.000,2.356,-1.356,0.000,0.186,0.559
1.510,1.000,2.342,-1.343,0.000,0.186,0.559
1.520,1.000,2.329,-1.329,-0.000,0.186,0.559
1.530,1.000,2.316,-1.315,-0.000,0.186,0.557
1.540,1.000,2.303,-1.302,-0.000,0.186,0.557
1.550,1.000,2.290,-1.290,0.000,0.186,0.557
1.560,1.000,2.277,-1.277,0.000,0.186,0.557
1.570,1.000,2.264,-1.264,-0.000,0.186,0.557
1.580,1.000,2.251,-1.251,-0.000,0.185,0.556
1.590,1.000,2.239,-1.238,-0.000,0.185,0.555
1.600,1.000,2.226,-1.226,-0.000,0.185,0.555
1.610,1.000,2.214,-1.214,0.000,0.185,0.555
1.620,1.000,2.202,-1.202,0.000,0.185,0.555
1.630,1.000,2.190,-1.190,-0.000,0.185,0.555
1.640,1.000,2.178,-1.178,-0.000,0.185,0.554
1.650,1.000,2.166,-1.166,-0.000,0.184,0.553
1.660,1.000,2.155,-1.155,0.000,0.185,0.554
1.670,1.000,2.143,-1.143,0.000,0.185,0.554
1.680,1.000,2.132,-1.131,-0.000,0.184,0.553
1.690,1.000,2.120,-1.120,-0.000,0.184,0.553
1.700,1.000,2.109,-1.109,-0.000,0.184,0.552
1.710,1.000,2.098,-1.098,-0.000,0.184,0.552
1.720,1.000,2.087,-1.087,0.000,0.184,0.552
1.730,1.000,2.076,-1.076,-0.000,0.184,0.552
1.740,1.000,2.065,-1.065,-0.000,0.184,0.551
1.750,1.000,2.055,-1.055,-0.000,0.184,0.551
1.760,1.000,2.044,-1.044,-0.000,0.184,0.551
1.770,1.000,2.034,-1.034,0.000,0.184,0.551
1.780,1.000,2.023,-1.023,-0.000,0.184,0.551
1.790,1.000,2.013,-1.013,-0.000,0.183,0.550
1.800,1.000,2.003,-1.003,-0.000,0.183,0.550
1.810,1.000,1.993,-0.993,-0.000,0.183,0.549
1.820,1.000,1.983,-0.983,-0.000,0.183,0.549
1.830,1.000,1.973,-0.973,0.000,0.183,0.549
1.840,1.000,1.964,-0.963,-0.000,0.183,0.549
1.850,1.000,1.954,-0.954,-0.000,0.183,0.549
1.860,1.000,1.944,-0.944,-0.000,0.183,0.548
1.870,1.000,1.935,-0.935,-0.000,0.183,0.548
1.880,1.000,1.926,-0.926,0.000,0.183,0.548
1.890,1.000,1.916,-0.916,-0.000,0.183,0.548
1.900,1.000,1.907,-0.907,-0.000,0.182,0.547
1.910,1.000,1.898,-0.898,-0.000,0.182,0.547
1.920,1.000,1.889,-0.889,-0.000,0.182,0.547
1.930,1.000,1.880,-0.880,-0.000,0.182,0.547
1.940,1.000,1.871,-0.871,-0.000,0.182,0.547
1.950,1.000,1.863,-0.863,-0.000,0.182,0.546
1.960,1.000,1.854,-0.854,-0.000,0.182,0.546
1.970,1.000,1.846,-0.845,-0.000,0.182,0.546
1.980,1.000,1.837,-0.837,-0.000,0.182,0.546
1.990,1.000,1.829,-0.829,-0.000,0.182,0.545
2.000,1.000,1.820,-0.820,-0.000,0.182,0.545
2.010,1.000,1.812,-0.812,-0.000,0.182,0.545
2.020,1.000,1.804,-0.804,-0.000,0.182,0.545
2.030,1.000,1.796,-0.796,-0.000,0.181,0.544
2.040,1.000,1.788,-0.788,-0.000,0.181,0.544
2.050,1.000,1.780,-0.780,-0.000,0.181,0.544
2.060,1.000,1.772,-0.772,-0.000,0.181,0.544
2.070,1.000,1.765,-0.765,-0.000,0.181,0.544
2.080,1.000,1.757,-0.757,-0.000,0.181,0.543
2.090,1.000,1.749,-0.749,-0.000,0.181,0.543
2.100,1.000,1.742,-0.742,-0.000,0.181,0.543
2.110,1.000,1.735,-0.734,-0.000,0.181,0.543
2.120,1.000,1.727,-0.727,-0.000,0.181,0.543
2.130,1.000,1.720,-0.720,-0.000,0.181,0.542
2.140,1.000,1.713,-0.713,-0.000,0.181,0.542
2.150,1.000,1.706,-0.706,-0.000,0.181,0.542
2.160,1.000,1.699,-0.699,-0.000,0.181,0.542
2.170,1.000,1.692,-0.691,-0.000,0.181,0.542
2.180,1.000,1.685,-0.685,-0.000,0.181,0.542
2.190,1.000,1.678,-0.678,-0.000,0.180,0.541
2.200,1.000,1.671,-0.671,-0.000,0.180,0.541
2.210,1.000,1.664,-0.664,-0.000,0.180,0.541
2.220,1.000,1.658,-0.658,-0.000,0.180,0.541
2.230,1.000,1.651,-0.651,-0.000,0.180,0.541
2.240,1.000,1.645,-0.645,-0.000,0.180,0.541
2.250,1.000,1.638,-0.638,-0.000,0.180,0.540
2.260,1.000,1.632,-0.632,-0.000,0.180,0.540
2.270,1.000,1.625,-0.625,-0.000,0.180,0.540
2.280,1.000,1.619,-0.619,-0.000,0.180,0.540
2.290,1.000,1.613,-0.613,-0.000,0.180,0.540
2.300,1.000,1.607,-0.607,-0.000,0.180,0.540
2.310,1.000,1.601,-0.601,-0.000,0.180,0.539
2.320,1.000,1.595,-0.595,-0.000,0.180,0.539
2.330,1.000,1.589,-0.589,-0.000,0.180,0.539
2.340,1.000,1.583,-0.583,-0.000,0.180,0.539
2.350,1.000,1.577,-0.577,-0.000,0.180,0.539
2.360,1.000,1.571,-0.571,-0.000,0.180,0.539
2.370,1.000,1.566,-0.566,-0.000,0.180,0.539
2.380,1.000,1.560,-0.560,-0.000,0.179,0.538
2.390,1.000,1.554,-0.554,-0.000,0.179,0.538
2.400,1.000,1.549,-0.549,-0.000,0.179,0.538
2.410,1.000,1.543,-0.543,-0.000,0.179,0.538
2.420,1.000,1.538,-0.538,-0.000,0.179,0.538
2.430,1.000,1.533,-0.533,-0.000,0.179,0.538
2.440,1.000,1.527,-0.527,-0.000,0.179,0.538
2.450,1.000,1.522,-0.522,-0.000,0.179,0.537
2.460,1.000,1.517,-0.517,-0.000,0.179,0.537
2.470,1.000,1.512,-0.512,-0.000,0.179,0.537
2.480,1.000,1.506,-0.506,-0.000,0.179,0.537
2.490,1.000,1.501,-0.501,-0.000,0.179,0.537
2.500,1.000,1.496,-0.496,-0.000,0.179,0.537
2.510,1.000,1.491,-0.491,-0.000,0.179,0.537
2.520,1.000,1.486,-0.486,-0.000,0.179,0.536
2.530,1.000,1.482,-0.482,-0.000,0.179,0.536
2.540,1.000,1.477,-0.477,-0.000,0.179,0.536
2.550,1.000,1.472,-0.472,-0.000,0.179,0.536
2.560,1.000,1.467,-0.467,-0.000,0.179,0.536
2.570,1.000,1.463,-0.463,-0.000,0.179,0.536
2.580,1.000,1.458,-0.458,-0.000,0.179,0.536
2.590,1.000,1.453,-0.453,-0.000,0.179,0.536
2.600,1.000,1.449,-0.449,-0.000,0.179,0.536
2.610,1.000,1.444,-0.444,-0.000,0.178,0.535
2.620,1.000,1.440,-0.440,-0.000,0.178,0.535
2.630,1.000,1.436,-0.436,-0.000,0.178,0.535
2.640,1.000,1.431,-0.431,-0.000,0.178,0.535
2.650,1.000,1.427,-0.427,-0.000,0.178,0.535
2.660,1.000,1.423,-0.423,-0.000,0.178,0.535
2.670,1.000,1.418,-0.418,-0.000,0.178,0.535
2.680,1.000,1.414,-0.414,-0.000,0.178,0.535
2.690,1.000,1.410,-0.410,-0.000,0.178,0.535
2.700,1.000,1.406,-0.406,-0.000,0.178,0.534
2.710,1.000,1.402,-0.402,-0.000,0.178,0.534
2.720,1.000,1.398,-0.398,-0.000,0.178,0.534
2.730,1.000,1.394,-0.394,-0.000,0.178,0.534
2.740,1.000,1.390,-0.390,-0.000,0.178,0.534
2.750,1.000,1.386,-0.386,-0.000,0.178,0.534
2.760,1.000,1.382,-0.382,-0.000,0.178,0.534
2.770,1.000,1.378,-0.378,-0.000,0.178,0.534
2.780,1.000,1.375,-0.375,-0.000,0.178,0.534
2.790,1.000,1.371,-0.371,-0.000,0.178,0.533
2.800,1.000,1.367,-0.367,-0.000,0.178,0.533
2.810,1.000,1.364,-0.363,-0.000,0.178,0.533
2.820,1.000,1.360,-0.360,-0.000,0.178,0.533
2.830,1.000,1.356,-0.356,-0.000,0.178,0.533
2.840,1.000,1.353,-0.353,-0.000,0.178,0.533
2.850,1.000,1.349,-0.349,-0.000,0.178,0.533
2.860,1.000,1.346,-0.346,-0.000,0.178,0.533
2.870,1.000,1.342,-0.342,-0.000,0.178,0.533
2.880,1.000,1.339,-0.339,-0.000,0.178,0.533
2.890,1.000,1.335,-0.335,-0.000,0.178,0.533
2.900,1.000,1.332,-0.332,-0.000,0.177,0.532
2.910,1.000,1.329,-0.329,-0.000,0.177,0.532
2.920,1.000,1.325,-0.325,-0.000,0.177,0.532
2.930,1.000,1.322,-0.322,-0.000,0.177,0.532
2.940,1.000,1.319,-0.319,-0.000,0.177,0.532
2.950,1.000,1.316,-0.316,-0.000,0.177,0.532
2.960,1.000,1.313,-0.313,-0.000,0.177,0.532
2.970,1.000,1.310,-0.309,-0.000,0.177,0.532
2.980,1.000,1.306,-0.306,-0.000,0.177,0.532
2.990,1.000,1.303,-0.303,-0.000,0.177,0.532
3.000,1.000,1.300,-0.300,-0.000,0.177,0.532
3.010,1.000,1.297,-0.297,-0.000,0.177,0.532
3.020,1.000,1.294,-0.294,-0.000,0.177,0.531
3.030,1.000,1.291,-0.291,-0.000,0.177,0.531
3.040,1.000,1.288,-0.288,-0.000,0.177,0.531
3.050,1.000,1.286,-0.286,-0.000,0.177,0.531
3.060,1.000,1.283,-0.283,-0.000,0.177,0.531
3.070,1.000,1.280,-0.280,-0.000,0.177,0.531
3.080,1.000,1.277,-0.277,-0.000,0.177,0.531
3.090,1.000,1.274,-0.274,-0.000,0.177,0.531
3.100,1.000,1.272,-0.272,-0.000,0.177,0.531
3.110,1.000,1.269,-0.269,-0.000,0.177,0.531
3.120,1.000,1.266,-0.266,-0.000,0.177,0.531
3.130,1.000,1.264,-0.264,-0.000,0.177,0.531
3.140,1.000,1.261,-0.261,-0.000,0.177,0.531
3.150,1.000,1.258,-0.258,-0.000,0.177,0.531
3.160,1.000,1.256,-0.256,-0.000,0.177,0.530
3.170,1.000,1.253,-0.253,-0.000,0.177,0.530
3.180,1.000,1.251,-0.251,-0.000,0.177,0.530
3.190,1.000,1.248,-0.248,-0.000,0.177,0.530
3.200,1.000,1.246,-0.246,-0.000,0.177,0.530
3.210,1.000,1.243,-0.243,-0.000,0.177,0.530
3.220,1.000,1.241,-0.241,-0.000,0.177,0.530
3.230,1.000,1.238,-0.238,-0.000,0.177,0.530
3.240,1.000,1.236,-0.236,-0.000,0.177,0.530
3.250,1.000,1.234,-0.234,-0.000,0.177,0.530
3.260,1.000,1.231,-0.231,-0.000,0.177,0.530
3.270,1.000,1.229,-0.229,-0.000,0.177,0.530
3.280,1.000,1.227,-0.227,-0.000,0.177,0.530
3.290,1.000,1.224,-0.224,-0.000,0.177,0.530
3.300,1.000,1.222,-0.222,-0.000,0.177,0.530
3.310,1.000,1.220,-0.220,-0.000,0.177,0.530
3.320,1.000,1.218,-0.218,-0.000,0.176,0.529
3.330,1.000,1.216,-0.216,-0.000,0.176,0.529
3.340,3.000,1.213,-0.213,2.000,0.200,1.000
3.350,3.000,1.211,0.046,1.743,0.200,0.949
3.360,3.000,1.212,0.270,1.518,0.200,0.904
3.370,3.000,1.214,0.464,1.322,0.200,0.864
3.380,3.000,1.219,0.633,1.148,0.200,0.830
3.390,3.000,1.225,0.781,0.994,0.200,0.799
3.400,3.000,1.233,0.911,0.856,0.200,0.771
3.410,3.000,1.242,1.026,0.732,0.200,0.746
3.420,3.000,1.253,1.127,0.621,0.200,0.724
3.430,3.000,1.264,1.216,0.520,0.200,0.704
3.440,3.000,1.276,1.295,0.429,0.200,0.686
3.450,3.000,1.289,1.365,0.346,0.200,0.669
3.460,3.000,1.303,1.427,0.270,0.200,0.654
3.470,3.000,1.317,1.482,0.201,0.200,0.640
3.480,3.000,1.332,1.531,0.137,0.200,0.627
3.490,3.000,1.347,1.574,0.079,0.200,0.616
3.500,3.000,1.363,1.611,0.026,0.200,0.605
3.510,3.000,1.379,1.644,-0.023,0.177,0.527
3.520,3.000,1.395,1.645,-0.040,0.137,0.402
3.530,3.000,1.412,1.605,-0.017,0.120,0.357
3.540,3.000,1.428,1.552,0.020,0.140,0.424
3.550,3.000,1.443,1.518,0.038,0.178,0.542
3.560,3.000,1.459,1.526,0.016,0.194,0.586
3.570,3.000,1.474,1.550,-0.024,0.170,0.506
3.580,3.000,1.489,1.544,-0.033,0.137,0.406
3.590,3.000,1.505,1.504,-0.009,0.128,0.383
3.600,3.000,1.520,1.459,0.021,0.150,0.454
3.610,3.000,1.534,1.434,0.031,0.181,0.550
3.620,3.000,1.549,1.444,0.007,0.188,0.566
3.630,3.000,1.563,1.461,-0.024,0.164,0.488
3.640,3.000,1.578,1.448,-0.026,0.139,0.411
3.650,3.000,1.592,1.410,-0.002,0.136,0.408
3.660,3.000,1.606,1.372,0.022,0.158,0.479
3.670,3.000,1.620,1.356,0.024,0.182,0.552
3.680,3.000,1.634,1.367,-0.000,0.182,0.546
3.690,3.000,1.647,1.375,-0.023,0.160,0.474
3.700,3.000,1.661,1.358,-0.019,0.141,0.419
3.710,3.000,1.675,1.322,0.003,0.144,0.432
3.720,3.000,1.688,1.291,0.021,0.165,0.499
3.730,3.000,1.701,1.282,0.017,0.182,0.550
3.740,3.000,1.714,1.292,-0.006,0.176,0.528
3.750,3.000,1.726,1.294,-0.020,0.156,0.464
3.760,3.000,1.739,1.273,-0.012,0.144,0.429
3.770,3.000,1.752,1.241,0.007,0.151,0.455
3.780,3.000,1.765,1.217,0.019,0.170,0.514
3.790,3.000,1.777,1.213,0.010,0.180,0.543
3.800,3.000,1.789,1.220,-0.009,0.171,0.512
3.810,3.000,1.801,1.216,-0.017,0.154,0.459
3.820,3.000,1.813,1.193,-0.006,0.148,0.442
3.830,3.000,1.825,1.165,0.010,0.158,0.475
3.840,3.000,1.837,1.147,0.016,0.173,0.523
3.850,3.000,1.848,1.147,0.005,0.178,0.534
3.860,3.000,1.860,1.151,-0.011,0.167,0.498
3.870,3.000,1.871,1.142,-0.013,0.154,0.458
3.880,3.000,1.883,1.119,-0.002,0.152,0.456
3.890,3.000,1.894,1.095,0.011,0.163,0.491
3.900,3.000,1.905,1.083,0.012,0.175,0.527
3.910,3.000,1.916,1.085,-0.000,0.175,0.524
3.920,3.000,1.926,1.085,-0.011,0.164,0.488
3.930,3.000,1.937,1.072,-0.009,0.154,0.461
3.940,3.000,1.948,1.050,0.002,0.156,0.470
3.950,3.000,1.959,1.031,0.011,0.167,0.504
3.960,3.000,1.969,1.023,0.008,0.175,0.526
3.970,3.000,1.979,1.024,-0.004,0.171,0.514
3.980,3.000,1.989,1.021,-0.010,0.161,0.482
3.990,3.000,2.000,1.006,-0.005,0.156,0.467
4.000,3.000,2.010,0.986,0.005,0.161,0.483
4.010,3.000,2.019,0.971,0.009,0.170,0.512
4.020,3.000,2.029,0.967,0.004,0.174,0.523
4.030,3.000,2.039,0.967,-0.005,0.169,0.505
4.040,3.000,2.048,0.960,-0.008,0.160,0.480
4.050,3.000,2.058,0.944,-0.002,0.158,0.475
4.060,3.000,2.068,0.927,0.006,0.164,0.494
4.070,3.000,2.077,0.916,0.007,0.172,0.517
4.080,3.000,2.086,0.913,0.001,0.172,0.518
4.090,3.000,2.095,0.911,-0.006,0.166,0.498
4.100,3.000,2.104,0.902,-0.006,0.161,0.480
4.110,3.000,2.113,0.886,0.001,0.161,0.484
4.120,3.000,2.122,0.872,0.006,0.167,0.503
4.130,3.000,2.131,0.864,0.005,0.172,0.518
4.140,3.000,2.139,0.862,-0.002,0.171,0.512
4.150,3.000,2.148,0.858,-0.006,0.165,0.494
4.160,3.000,2.157,0.847,-0.003,0.161,0.484
4.170,3.000,2.165,0.832,0.003,0.164,0.492
4.180,3.000,2.173,0.821,0.006,0.170,0.510
4.190,3.000,2.182,0.816,0.003,0.172,0.517
4.200,3.000,2.190,0.813,-0.003,0.169,0.506
4.210,3.000,2.198,0.807,-0.005,0.164,0.492
4.220,3.000,2.206,0.795,-0.001,0.163,0.489
4.230,3.000,2.214,0.783,0.003,0.166,0.500
4.240,3.000,2.222,0.774,0.004,0.171,0.513
4.250,3.000,2.230,0.770,0.000,0.171,0.514
4.260,3.000,2.237,0.766,-0.004,0.168,0.502
4.270,3.000,2.245,0.759,-0.003,0.164,0.492
4.280,3.000,2.252,0.747,0.000,0.165,0.494
4.290,3.000,2.260,0.736,0.004,0.168,0.506
4.300,3.000,2.267,0.730,0.003,0.171,0.514
4.310,3.000,2.275,0.726,-0.001,0.170,0.511
4.320,3.000,2.282,0.722,-0.003,0.167,0.500
4.330,3.000,2.289,0.713,-0.002,0.165,0.495
4.340,3.000,2.296,0.702,0.002,0.167,0.500
4.350,3.000,2.303,0.694,0.003,0.170,0.510
4.360,3.000,2.310,0.688,0.001,0.171,0.514
4.370,3.000,2.317,0.685,-0.002,0.169,0.508
4.380,3.000,2.324,0.679,-0.003,0.167,0.499
4.390,3.000,2.331,0.670,-0.001,0.166,0.498
4.400,3.000,2.337,0.660,0.002,0.168,0.505
4.410,3.000,2.344,0.654,0.002,0.171,0.512
4.420,3.000,2.351,0.649,0.000,0.171,0.512
4.430,3.000,2.357,0.645,-0.002,0.169,0.505
4.440,3.000,2.363,0.638,-0.002,0.167,0.500
4.450,3.000,2.370,0.630,0.000,0.167,0.502
4.460,3.000,2.376,0.622,0.002,0.169,0.509
4.470,3.000,2.382,0.616,0.002,0.171,0.513
4.480,3.000,2.389,0.612,-0.001,0.170,0.510
4.490,3.000,2.395,0.607,-0.002,0.168,0.504
4.500,3.000,2.401,0.600,-0.001,0.167,0.502
4.510,3.000,2.407,0.592,0.001,0.168,0.506
4.520,3.000,2.413,0.585,0.002,0.170,0.511
4.530,3.000,2.418,0.581,0.001,0.171,0.513
4.540,3.000,2.424,0.577,-0.001,0.170,0.509
4.550,3.000,2.430,0.571,-0.002,0.168,0.504
4.560,3.000,2.436,0.564,-0.000,0.168,0.504
4.570,3.000,2.441,0.557,0.001,0.169,0.509
4.580,3.000,2.447,0.552,0.001,0.171,0.513
4.590,3.000,2.453,0.548,-0.000,0.171,0.512
4.600,3.000,2.458,0.543,-0.001,0.169,0.508
4.610,3.000,2.463,0.537,-0.001,0.168,0.505
4.620,3.000,2.469,0.531,0.000,0.169,0.507
4.630,3.000,2.474,0.525,0.001,0.170,0.511
4.640,3.000,2.479,0.520,0.001,0.171,0.513
4.650,3.000,2.485,0.516,-0.001,0.170,0.511
4.660,3.000,2.490,0.511,-0.001,0.169,0.508
4.670,3.000,2.495,0.506,-0.000,0.169,0.507
4.680,3.000,2.500,0.499,0.001,0.170,0.510
4.690,3.000,2.505,0.494,0.001,0.171,0.513
4.700,3.000,2.510,0.490,0.000,0.171,0.513
4.710,3.000,2.515,0.486,-0.001,0.170,0.511
