time,target,z,dz,e,ei,u
1.150,8.000,6.262,1.734,0.004,0.165,0.496
1.160,8.000,6.279,1.724,-0.003,0.162,0.485
1.170,8.000,6.296,1.710,-0.006,0.155,0.465
1.180,8.000,6.313,1.690,-0.003,0.153,0.457
1.190,8.000,6.330,1.666,0.004,0.156,0.469
1.200,8.000,6.347,1.647,0.006,0.162,0.488
1.210,8.000,6.363,1.634,0.003,0.165,0.495
1.220,8.000,6.380,1.624,-0.003,0.161,0.484
1.230,8.000,6.396,1.609,-0.005,0.156,0.467
1.240,8.000,6.412,1.589,-0.001,0.155,0.464
1.250,8.000,6.428,1.568,0.004,0.159,0.476
1.260,8.000,6.444,1.551,0.005,0.164,0.492
1.270,8.000,6.459,1.540,0.001,0.165,0.494
1.280,8.000,6.474,1.529,-0.004,0.161,0.483
1.290,8.000,6.490,1.514,-0.004,0.157,0.470
1.300,8.000,6.505,1.495,-0.000,0.157,0.470
1.310,8.000,6.520,1.476,0.004,0.161,0.482
1.320,8.000,6.535,1.461,0.004,0.164,0.494
1.330,8.000,6.549,1.451,0.000,0.164,0.493
1.340,8.000,6.564,1.440,-0.003,0.161,0.482
1.350,8.000,6.578,1.425,-0.003,0.158,0.473
1.360,8.000,6.592,1.407,0.001,0.159,0.476
1.370,8.000,6.606,1.390,0.004,0.162,0.487
1.380,8.000,6.620,1.377,0.003,0.165,0.496
1.390,8.000,6.634,1.367,-0.001,0.164,0.493
1.400,8.000,6.648,1.355,-0.003,0.161,0.483
1.410,8.000,6.661,1.341,-0.002,0.159,0.477
1.420,8.000,6.675,1.324,0.001,0.160,0.482
1.430,8.000,6.688,1.309,0.003,0.164,0.492
1.440,8.000,6.701,1.297,0.002,0.165,0.496
1.450,8.000,6.714,1.287,-0.001,0.164,0.492
1.460,8.000,6.727,1.276,-0.003,0.161,0.484
1.470,8.000,6.740,1.261,-0.001,0.160,0.481
1.480,8.000,6.752,1.246,0.002,0.162,0.487
1.490,8.000,6.765,1.233,0.003,0.165,0.495
1.500,8.000,6.777,1.222,0.001,0.166,0.497
1.510,8.000,6.789,1.212,-0.002,0.164,0.492
1.520,8.000,6.801,1.201,-0.002,0.162,0.485
1.530,8.000,6.813,1.187,-0.000,0.162,0.485
1.540,8.000,6.825,1.173,0.002,0.164,0.491
1.550,8.000,6.837,1.161,0.002,0.166,0.497
1.560,8.000,6.849,1.151,0.000,0.166,0.497
1.570,8.000,6.860,1.141,-0.002,0.164,0.492
1.580,8.000,6.872,1.130,-0.001,0.163,0.487
1.590,8.000,6.883,1.117,0.000,0.163,0.489
1.600,8.000,6.894,1.104,0.002,0.165,0.495
1.610,8.000,6.905,1.094,0.001,0.166,0.499
1.620,8.000,6.916,1.084,-0.000,0.166,0.497
1.630,8.000,6.927,1.075,-0.002,0.164,0.492
1.640,8.000,6.938,1.063,-0.001,0.163,0.490
1.650,8.000,6.948,1.051,0.001,0.164,0.493
1.660,8.000,6.959,1.040,0.002,0.166,0.497
1.670,8.000,6.969,1.030,0.001,0.166,0.500
1.680,8.000,6.979,1.021,-0.001,0.166,0.497
1.690,8.000,6.990,1.012,-0.001,0.165,0.493
1.700,8.000,7.000,1.001,-0.000,0.164,0.493
1.710,8.000,7.010,0.989,0.001,0.165,0.496
1.720,8.000,7.020,0.979,0.001,0.166,0.500
1.730,8.000,7.029,0.970,0.000,0.167,0.500
1.740,8.000,7.039,0.962,-0.001,0.166,0.497
1.750,8.000,7.049,0.952,-0.001,0.165,0.495
1.760,8.000,7.058,0.942,0.000,0.165,0.495
1.770,8.000,7.068,0.931,0.001,0.166,0.499
1.780,8.000,7.077,0.922,0.001,0.167,0.501
1.790,8.000,7.086,0.914,-0.000,0.167,0.501
1.800,8.000,7.095,0.905,-0.001,0.166,0.498
1.810,8.000,7.104,0.896,-0.001,0.166,0.496
1.820,8.000,7.113,0.886,0.000,0.166,0.498
1.830,8.000,7.122,0.877,0.001,0.167,0.501
1.840,8.000,7.131,0.868,0.001,0.167,0.502
1.850,8.000,7.140,0.861,-0.000,0.167,0.501
1.860,8.000,7.148,0.852,-0.001,0.166,0.499
1.870,8.000,7.157,0.843,-0.000,0.166,0.498
1.880,8.000,7.165,0.834,0.001,0.167,0.500
1.890,8.000,7.174,0.826,0.001,0.168,0.503
1.900,8.000,7.182,0.818,0.000,0.168,0.503
1.910,8.000,7.190,0.810,-0.000,0.167,0.502
1.920,8.000,7.198,0.802,-0.001,0.167,0.500
1.930,8.000,7.206,0.794,0.000,0.167,0.500
1.940,8.000,7.214,0.785,0.001,0.167,0.503
1.950,8.000,7.222,0.777,0.001,0.168,0.504
1.960,8.000,7.230,0.770,-0.000,0.168,0.504
1.970,8.000,7.237,0.763,-0.000,0.167,0.502
1.980,8.000,7.245,0.755,-0.000,0.167,0.502
1.990,8.000,7.253,0.747,0.000,0.167,0.502
2.000,8.000,7.260,0.739,0.001,0.168,0.504
2.010,8.000,7.268,0.732,0.000,0.168,0.505
2.020,8.000,7.275,0.725,-0.000,0.168,0.504
2.030,8.000,7.282,0.718,-0.000,0.168,0.503
2.040,8.000,7.289,0.711,-0.000,0.168,0.503
2.050,8.000,7.296,0.703,0.000,0.168,0.504
2.060,8.000,7.303,0.696,0.000,0.169,0.506
2.070,8.000,7.310,0.690,0.000,0.169,0.506
2.080,8.000,7.317,0.683,-0.000,0.168,0.505
2.090,8.000,7.324,0.676,-0.000,0.168,0.504
2.100,8.000,7.331,0.669,0.000,0.168,0.505
2.110,8.000,7.338,0.662,0.000,0.169,0.506
2.120,8.000,7.344,0.656,0.000,0.169,0.507
2.130,8.000,7.351,0.649,-0.000,0.169,0.507
2.140,8.000,7.357,0.643,-0.000,0.169,0.506
2.150,8.000,7.364,0.636,-0.000,0.169,0.505
2.160,8.000,7.370,0.630,0.000,0.169,0.506
2.170,8.000,7.376,0.623,0.000,0.169,0.507
2.180,8.000,7.383,0.617,0.000,0.169,0.508
2.190,8.000,7.389,0.611,-0.000,0.169,0.507
2.200,8.000,7.395,0.605,-0.000,0.169,0.507
2.210,8.000,7.401,0.599,-0.000,0.169,0.507
2.220,8.000,7.407,0.593,0.000,0.169,0.508
2.230,8.000,7.413,0.587,0.000,0.169,0.508
2.240,8.000,7.419,0.581,0.000,0.169,0.508
2.250,8.000,7.424,0.576,-0.000,0.169,0.508
2.260,8.000,7.430,0.570,-0.000,0.169,0.508
2.270,8.000,7.436,0.564,0.000,0.169,0.508
2.280,8.000,7.442,0.558,0.000,0.170,0.509
2.290,8.000,7.447,0.553,0.000,0.170,0.509
2.300,8.000,7.453,0.547,-0.000,0.170,0.509
2.310,8.000,7.458,0.542,-0.000,0.170,0.509
2.320,8.000,7.464,0.536,-0.000,0.170,0.509
2.330,8.000,7.469,0.531,0.000,0.170,0.509
2.340,8.000,7.474,0.526,0.000,0.170,0.510
2.350,8.000,7.480,0.520,0.000,0.170,0.510
2.360,8.000,7.485,0.515,-0.000,0.170,0.510
2.370,8.000,7.490,0.510,-0.000,0.170,0.510
2.380,8.000,7.495,0.505,0.000,0.170,0.510
2.390,8.000,7.500,0.500,0.000,0.170,0.510
2.400,8.000,7.505,0.495,0.000,0.170,0.511
2.410,8.000,7.510,0.490,0.000,0.170,0.511
2.420,8.000,7.515,0.485,-0.000,0.170,0.510
2.430,8.000,7.520,0.480,-0.000,0.170,0.510
2.440,8.000,7.525,0.475,0.000,0.170,0.511
2.450,8.000,7.529,0.471,0.000,0.170,0.511
2.460,8.000,7.534,0.466,0.000,0.170,0.511
2.470,8.000,7.539,0.461,-0.000,0.170,0.511
2.480,8.000,7.543,0.457,-0.000,0.170,0.511
2.490,8.000,7.548,0.452,0.000,0.170,0.511
2.500,8.000,7.552,0.448,0.000,0.171,0.512
2.510,8.000,7.557,0.443,0.000,0.171,0.512
2.520,8.000,7.561,0.439,0.000,0.171,0.512
2.530,8.000,7.566,0.434,-0.000,0.171,0.512
2.540,8.000,7.570,0.430,-0.000,0.171,0.512
2.550,8.000,7.574,0.426,0.000,0.171,0.512
2.560,8.000,7.579,0.421,0.000,0.171,0.512
2.570,8.000,7.583,0.417,0.000,0.171,0.513
2.580,8.000,7.587,0.413,0.000,0.171,0.513
2.590,8.000,7.591,0.409,-0.000,0.171,0.513
2.600,8.000,7.595,0.405,0.000,0.171,0.513
2.610,8.000,7.599,0.401,0.000,0.171,0.513
2.620,8.000,7.603,0.397,0.000,0.171,0.513
2.630,8.000,7.607,0.393,0.000,0.171,0.513
2.640,8.000,7.611,0.389,-0.000,0.171,0.513
2.650,8.000,7.615,0.385,-0.000,0.171,0.513
2.660,8.000,7.619,0.381,0.000,0.171,0.513
2.670,8.000,7.623,0.377,0.000,0.171,0.514
2.680,8.000,7.626,0.374,0.000,0.171,0.514
2.690,8.000,7.630,0.370,0.000,0.171,0.514
2.700,8.000,7.634,0.366,-0.000,0.171,0.514
2.710,8.000,7.638,0.362,-0.000,0.171,0.514
2.720,8.000,7.641,0.359,0.000,0.171,0.514
2.730,8.000,7.645,0.355,0.000,0.171,0.514
2.740,8.000,7.648,0.352,0.000,0.171,0.514
2.750,8.000,7.652,0.348,0.000,0.171,0.514
2.760,8.000,7.655,0.345,-0.000,0.171,0.514
2.770,8.000,7.659,0.341,0.000,0.171,0.514
2.780,8.000,7.662,0.338,0.000,0.172,0.515
2.790,8.000,7.666,0.334,0.000,0.172,0.515
2.800,8.000,7.669,0.331,0.000,0.172,0.515
2.810,8.000,7.672,0.328,-0.000,0.172,0.515
2.820,8.000,7.675,0.325,0.000,0.172,0.515
2.830,8.000,7.679,0.321,0.000,0.172,0.515
2.840,8.000,7.682,0.318,0.000,0.172,0.515
2.850,8.000,7.685,0.315,0.000,0.172,0.515
2.860,8.000,7.688,0.312,0.000,0.172,0.515
2.870,8.000,7.691,0.309,-0.000,0.172,0.515
2.880,8.000,7.694,0.306,0.000,0.172,0.515
2.890,8.000,7.697,0.302,0.000,0.172,0.516
2.900,8.000,7.701,0.299,0.000,0.172,0.516
2.910,8.000,7.704,0.296,0.000,0.172,0.516
2.920,8.000,7.706,0.294,0.000,0.172,0.516
2.930,8.000,7.709,0.291,0.000,0.172,0.516
2.940,8.000,7.712,0.288,0.000,0.172,0.516
2.950,8.000,7.715,0.285,0.000,0.172,0.516
2.960,8.000,7.718,0.282,0.000,0.172,0.516
2.970,8.000,7.721,0.279,0.000,0.172,0.516
2.980,8.000,7.724,0.276,0.000,0.172,0.516
2.990,8.000,7.726,0.274,0.000,0.172,0.516
3.000,8.000,7.729,0.271,0.000,0.172,0.516
3.010,8.000,7.732,0.268,0.000,0.172,0.517
3.020,8.000,7.735,0.265,0.000,0.172,0.517
3.030,8.000,7.737,0.263,0.000,0.172,0.517
3.040,8.000,7.740,0.260,0.000,0.172,0.517
3.050,8.000,7.742,0.258,0.000,0.172,0.517
3.060,8.000,7.745,0.255,0.000,0.172,0.517
3.070,8.000,7.748,0.252,0.000,0.172,0.517
3.080,8.000,7.750,0.250,0.000,0.172,0.517
3.090,8.000,7.753,0.247,0.000,0.172,0.517
3.100,8.000,7.755,0.245,0.000,0.172,0.517
3.110,8.000,7.757,0.242,0.000,0.172,0.517
3.120,8.000,7.760,0.240,0.000,0.172,0.517
3.130,8.000,7.762,0.238,0.000,0.172,0.517
3.140,8.000,7.765,0.235,0.000,0.172,0.517
3.150,8.000,7.767,0.233,0.000,0.172,0.517
3.160,8.000,7.769,0.231,0.000,0.172,0.517
3.170,8.000,7.772,0.228,0.000,0.173,0.518
3.180,8.000,7.774,0.226,0.000,0.173,0.518
3.190,8.000,7.776,0.224,0.000,0.173,0.518
3.200,8.000,7.778,0.222,0.000,0.173,0.518
3.210,8.000,7.781,0.219,0.000,0.173,0.518
3.220,8.000,7.783,0.217,0.000,0.173,0.518
3.230,8.000,7.785,0.215,0.000,0.173,0.518
3.240,8.000,7.787,0.213,0.000,0.173,0.518
3.250,8.000,7.789,0.211,0.000,0.173,0.518
3.260,8.000,7.791,0.209,0.000,0.173,0.518
3.270,8.000,7.794,0.206,0.000,0.173,0.518
3.280,8.000,7.796,0.204,0.000,0.173,0.518
3.290,8.000,7.798,0.202,0.000,0.173,0.518
3.300,8.000,7.800,0.200,0.000,0.173,0.518
3.310,8.000,7.802,0.198,0.000,0.173,0.518
3.320,8.000,7.804,0.196,0.000,0.173,0.518
3.330,8.000,7.806,0.194,0.000,0.173,0.518
3.340,2.000,7.808,0.192,-6.000,-0.200,-1.800
3.350,2.000,7.809,0.094,-5.904,-0.200,-1.781
3.360,2.000,7.810,-0.004,-5.807,-0.200,-1.761
3.370,2.000,7.810,-0.102,-5.709,-0.200,-1.742
3.380,2.000,7.809,-0.200,-5.610,-0.200,-1.722
3.390,2.000,7.807,-0.298,-5.509,-0.200,-1.702
3.400,2.000,7.804,-0.396,-5.408,-0.200,-1.682
3.410,2.000,7.800,-0.494,-5.306,-0.200,-1.661
3.420,2.000,7.795,-0.592,-5.203,-0.200,-1.641
3.430,2.000,7.790,-0.690,-5.099,-0.200,-1.620
3.440,2.000,7.783,-0.788,-4.994,-0.200,-1.599
3.450,2.000,7.775,-0.886,-4.888,-0.200,-1.578
3.460,2.000,7.766,-0.984,-4.782,-0.200,-1.556
3.470,2.000,7.756,-1.082,-4.674,-0.200,-1.535
3.480,2.000,7.745,-1.180,-4.565,-0.200,-1.513
3.490,2.000,7.733,-1.279,-4.455,-0.200,-1.491
3.500,2.000,7.721,-1.377,-4.344,-0.200,-1.469
3.510,2.000,7.707,-1.475,-4.232,-0.200,-1.446
3.520,2.000,7.692,-1.573,-4.119,-0.200,-1.424
3.530,2.000,7.676,-1.671,-4.006,-0.200,-1.401
3.540,2.000,7.660,-1.769,-3.891,-0.200,-1.378
3.550,2.000,7.642,-1.867,-3.775,-0.200,-1.355
3.560,2.000,7.623,-1.965,-3.658,-0.200,-1.332
3.570,2.000,7.604,-2.063,-3.541,-0.200,-1.308
3.580,2.000,7.583,-2.161,-3.422,-0.200,-1.284
3.590,2.000,7.561,-2.259,-3.302,-0.200,-1.260
3.600,2.000,7.539,-2.357,-3.182,-0.200,-1.236
3.610,2.000,7.515,-2.455,-3.060,-0.200,-1.212
3.620,2.000,7.491,-2.553,-2.937,-0.200,-1.187
3.630,2.000,7.465,-2.651,-2.814,-0.200,-1.163
3.640,2.000,7.439,-2.750,-2.689,-0.200,-1.138
3.650,2.000,7.411,-2.848,-2.564,-0.200,-1.113
3.660,2.000,7.383,-2.946,-2.437,-0.200,-1.087
3.670,2.000,7.353,-3.044,-2.309,-0.200,-1.062
3.680,2.000,7.323,-3.142,-2.181,-0.200,-1.036
3.690,2.000,7.291,-3.240,-2.052,-0.200,-1.010
3.700,2.000,7.259,-3.338,-1.921,-0.200,-0.984
3.710,2.000,7.226,-3.436,-1.790,-0.200,-0.958
3.720,2.000,7.191,-3.534,-1.657,-0.200,-0.931
3.730,2.000,7.156,-3.632,-1.524,-0.200,-0.905
3.740,2.000,7.120,-3.730,-1.389,-0.200,-0.878
3.750,2.000,7.082,-3.828,-1.254,-0.200,-0.851
3.760,2.000,7.044,-3.926,-1.118,-0.200,-0.824
3.770,2.000,7.005,-4.024,-0.980,-0.200,-0.796
3.780,2.000,6.965,-4.122,-0.842,-0.200,-0.768
3.790,2.000,6.923,-4.221,-0.703,-0.200,-0.741
3.800,2.000,6.881,-4.319,-0.562,-0.200,-0.712
3.810,2.000,6.838,-4.417,-0.421,-0.200,-0.684
3.820,2.000,6.794,-4.515,-0.279,-0.200,-0.656
3.830,2.000,6.749,-4.613,-0.136,-0.200,-0.627
3.840,2.000,6.702,-4.711,0.008,-0.192,-0.573
3.850,2.000,6.655,-4.809,0.154,-0.038,-0.083
3.860,2.000,6.607,-4.907,0.300,0.200,0.660
3.870,2.000,6.558,-4.849,0.291,0.200,0.658
3.880,2.000,6.510,-4.792,0.283,0.200,0.657
3.890,2.000,6.462,-4.736,0.275,0.200,0.655
3.900,2.000,6.414,-4.681,0.267,0.200,0.653
3.910,2.000,6.368,-4.627,0.259,0.200,0.652
3.920,2.000,6.321,-4.573,0.251,0.200,0.650
3.930,2.000,6.276,-4.520,0.244,0.200,0.649
3.940,2.000,6.230,-4.467,0.237,0.200,0.647
3.950,2.000,6.186,-4.415,0.230,0.200,0.646
3.960,2.000,6.142,-4.364,0.223,0.200,0.645
3.970,2.000,6.098,-4.314,0.216,0.200,0.643
3.980,2.000,6.055,-4.264,0.209,0.200,0.642
3.990,2.000,6.012,-4.215,0.202,0.200,0.640
4.000,2.000,5.970,-4.166,0.196,0.200,0.639
4.010,2.000,5.928,-4.118,0.190,0.200,0.638
4.020,2.000,5.887,-4.070,0.183,0.200,0.637
4.030,2.000,5.846,-4.024,0.177,0.200,0.635
4.040,2.000,5.806,-3.977,0.171,0.200,0.634
4.050,2.000,5.766,-3.932,0.165,0.200,0.633
4.060,2.000,5.727,-3.886,0.159,0.200,0.632
4.070,2.000,5.688,-3.842,0.153,0.200,0.631
4.080,2.000,5.650,-3.797,0.148,0.200,0.630
4.090,2.000,5.612,-3.754,0.142,0.200,0.628
4.100,2.000,5.574,-3.711,0.136,0.200,0.627
4.110,2.000,5.537,-3.668,0.131,0.200,0.626
4.120,2.000,5.501,-3.626,0.125,0.200,0.625
4.130,2.000,5.464,-3.584,0.120,0.200,0.624
4.140,2.000,5.428,-3.543,0.115,0.200,0.623
4.150,2.000,5.393,-3.502,0.109,0.200,0.622
4.160,2.000,5.358,-3.462,0.104,0.200,0.621
4.170,2.000,5.323,-3.422,0.099,0.200,0.620
4.180,2.000,5.289,-3.383,0.094,0.200,0.619
4.190,2.000,5.255,-3.344,0.089,0.200,0.618
4.200,2.000,5.222,-3.306,0.084,0.200,0.617
4.210,2.000,5.189,-3.268,0.079,0.200,0.616
4.220,2.000,5.156,-3.230,0.074,0.200,0.615
4.230,2.000,5.124,-3.193,0.069,0.200,0.614
4.240,2.000,5.092,-3.157,0.065,0.200,0.613
4.250,2.000,5.060,-3.120,0.060,0.200,0.612
4.260,2.000,5.029,-3.084,0.055,0.200,0.611
4.270,2.000,4.998,-3.049,0.051,0.200,0.610
4.280,2.000,4.968,-3.014,0.046,0.200,0.609
4.290,2.000,4.938,-2.979,0.042,0.200,0.608
4.300,2.000,4.908,-2.945,0.037,0.200,0.607
4.310,2.000,4.878,-2.911,0.033,0.200,0.607
4.320,2.000,4.849,-2.878,0.028,0.200,0.606
4.330,2.000,4.821,-2.845,0.024,0.200,0.605
4.340,2.000,4.792,-2.812,0.020,0.200,0.604
4.350,2.000,4.764,-2.779,0.015,0.200,0.603
4.360,2.000,4.736,-2.747,0.011,0.200,0.602
4.370,2.000,4.709,-2.716,0.007,0.200,0.601
4.380,2.000,4.682,-2.685,0.003,0.200,0.601
4.390,2.000,4.655,-2.654,-0.001,0.199,0.596
4.400,2.000,4.628,-2.624,-0.004,0.195,0.585
4.410,2.000,4.602,-2.600,-0.002,0.193,0.580
4.420,2.000,4.576,-2.578,0.002,0.196,0.587
4.430,2.000,4.550,-2.553,0.003,0.198,0.595
4.440,2.000,4.525,-2.524,-0.000,0.198,0.593
4.450,2.000,4.499,-2.496,-0.003,0.195,0.584
4.460,2.000,4.474,-2.473,-0.002,0.193,0.579
4.470,2.000,4.450,-2.451,0.001,0.194,0.583
4.480,2.000,4.425,-2.428,0.002,0.197,0.590
4.490,2.000,4.401,-2.401,0.000,0.197,0.590
4.500,2.000,4.377,-2.375,-0.002,0.194,0.583
4.510,2.000,4.353,-2.351,-0.002,0.192,0.577
4.520,2.000,4.330,-2.330,0.001,0.193,0.579
4.530,2.000,4.306,-2.308,0.002,0.195,0.585
4.540,2.000,4.283,-2.284,0.001,0.196,0.587
4.550,2.000,4.260,-2.259,-0.002,0.194,0.581
4.560,2.000,4.238,-2.236,-0.002,0.192,0.576
4.570,2.000,4.215,-2.216,0.000,0.192,0.576
4.580,2.000,4.193,-2.195,0.002,0.194,0.581
4.590,2.000,4.171,-2.172,0.001,0.194,0.583
4.600,2.000,4.150,-2.149,-0.001,0.193,0.580
4.610,2.000,4.128,-2.126,-0.002,0.192,0.574
4.620,2.000,4.107,-2.107,-0.000,0.191,0.574
4.630,2.000,4.086,-2.087,0.001,0.192,0.577
4.640,2.000,4.065,-2.066,0.001,0.193,0.580
4.650,2.000,4.044,-2.044,-0.001,0.193,0.578
4.660,2.000,4.024,-2.022,-0.001,0.191,0.573
4.670,2.000,4.004,-2.003,-0.001,0.191,0.571
4.680,2.000,3.984,-1.984,0.001,0.191,0.574
4.690,2.000,3.964,-1.965,0.001,0.192,0.576
4.700,2.000,3.944,-1.944,-0.000,0.192,0.576
4.710,2.000,3.925,-1.923,-0.001,0.191,0.572
4.720,2.000,3.905,-1.905,-0.001,0.190,0.569
4.730,2.000,3.886,-1.887,0.000,0.190,0.571
4.740,2.000,3.868,-1.868,0.001,0.191,0.573
4.750,2.000,3.849,-1.849,0.000,0.191,0.573
4.760,2.000,3.830,-1.829,-0.001,0.190,0.570
4.770,2.000,3.812,-1.811,-0.001,0.189,0.568
4.780,2.000,3.794,-1.794,0.000,0.189,0.568
4.790,2.000,3.776,-1.777,0.001,0.190,0.570
4.800,2.000,3.758,-1.758,0.000,0.190,0.571
4.810,2.000,3.741,-1.740,-0.001,0.190,0.569
4.820,2.000,3.723,-1.722,-0.001,0.189,0.566
