time,target,z,dz,e,ei,u
5.140,3.000,2.663,0.336,0.000,0.172,0.515
5.150,3.000,2.667,0.333,0.000,0.172,0.515
5.160,3.000,2.670,0.330,-0.000,0.172,0.515
5.170,3.000,2.673,0.327,-0.000,0.171,0.514
5.180,3.000,2.677,0.323,0.000,0.172,0.515
5.190,3.000,2.680,0.320,0.000,0.172,0.515
5.200,3.000,2.683,0.317,0.000,0.172,0.516
5.210,3.000,2.686,0.314,-0.000,0.172,0.515
5.220,3.000,2.689,0.311,-0.000,0.172,0.515
5.230,3.000,2.692,0.308,-0.000,0.172,0.515
5.240,3.000,2.696,0.304,0.000,0.172,0.515
5.250,3.000,2.699,0.301,0.000,0.172,0.516
5.260,3.000,2.702,0.298,0.000,0.172,0.516
5.270,3.000,2.705,0.296,-0.000,0.172,0.516
5.280,3.000,2.708,0.293,-0.000,0.172,0.515
5.290,3.000,2.710,0.290,0.000,0.172,0.516
5.300,3.000,2.713,0.286,0.000,0.172,0.516
5.310,3.000,2.716,0.284,0.000,0.172,0.516
5.320,3.000,2.719,0.281,-0.000,0.172,0.516
5.330,3.000,2.722,0.278,-0.000,0.172,0.516
5.340,3.000,2.725,0.275,-0.000,0.172,0.516
5.350,3.000,2.727,0.273,0.000,0.172,0.516
5.360,3.000,2.730,0.270,0.000,0.172,0.517
5.370,3.000,2.733,0.267,0.000,0.172,0.517
5.380,3.000,2.735,0.265,-0.000,0.172,0.517
5.390,3.000,2.738,0.262,-0.000,0.172,0.516
5.400,3.000,2.741,0.259,0.000,0.172,0.516
5.410,3.000,2.743,0.257,0.000,0.172,0.517
5.420,3.000,2.746,0.254,0.000,0.172,0.517
5.430,3.000,2.748,0.252,-0.000,0.172,0.517
5.440,3.000,2.751,0.249,-0.000,0.172,0.517
5.450,3.000,2.753,0.247,-0.000,0.172,0.517
5.460,3.000,2.756,0.244,0.000,0.172,0.517
5.470,3.000,2.758,0.242,0.000,0.172,0.517
5.480,3.000,2.761,0.239,0.000,0.172,0.517
5.490,3.000,2.763,0.237,-0.000,0.172,0.517
5.500,3.000,2.766,0.235,-0.000,0.172,0.517
5.510,3.000,2.768,0.232,0.000,0.172,0.517
5.520,3.000,2.770,0.230,0.000,0.172,0.518
5.530,3.000,2.772,0.227,0.000,0.173,0.518
5.540,3.000,2.775,0.225,0.000,0.173,0.518
5.550,3.000,2.777,0.223,-0.000,0.173,0.518
5.560,3.000,2.779,0.221,-0.000,0.173,0.518
5.570,3.000,2.781,0.218,0.000,0.173,0.518
5.580,3.000,2.784,0.216,0.000,0.173,0.518
5.590,3.000,2.786,0.214,0.000,0.173,0.518
5.600,3.000,2.788,0.212,-0.000,0.173,0.518
5.610,3.000,2.790,0.210,-0.000,0.173,0.518
5.620,3.000,2.792,0.208,0.000,0.173,0.518
5.630,3.000,2.794,0.206,0.000,0.173,0.518
5.640,3.000,2.796,0.204,0.000,0.173,0.518
5.650,3.000,2.798,0.202,0.000,0.173,0.518
5.660,3.000,2.800,0.200,-0.000,0.173,0.518
5.670,3.000,2.802,0.198,-0.000,0.173,0.518
5.680,3.000,2.804,0.196,0.000,0.173,0.518
5.690,3.000,2.806,0.194,0.000,0.173,0.519
5.700,3.000,2.808,0.192,0.000,0.173,0.519
5.710,3.000,2.810,0.190,-0.000,0.173,0.519
5.720,3.000,2.812,0.188,-0.000,0.173,0.519
5.730,3.000,2.814,0.186,0.000,0.173,0.519
5.740,3.000,2.816,0.184,0.000,0.173,0.519
5.750,3.000,2.818,0.182,0.000,0.173,0.519
5.760,3.000,2.819,0.181,0.000,0.173,0.519
5.770,3.000,2.821,0.179,-0.000,0.173,0.519
5.780,3.000,2.823,0.177,-0.000,0.173,0.519
5.790,3.000,2.825,0.175,0.000,0.173,0.519
5.800,3.000,2.827,0.173,0.000,0.173,0.519
5.810,3.000,2.828,0.172,0.000,0.173,0.519
5.820,3.000,2.830,0.170,0.000,0.173,0.519
5.830,3.000,2.832,0.168,-0.000,0.173,0.519
5.840,3.000,2.833,0.167,0.000,0.173,0.519
5.850,3.000,2.835,0.165,0.000,0.173,0.519
5.860,3.000,2.837,0.163,0.000,0.173,0.519
5.870,3.000,2.838,0.162,0.000,0.173,0.519
5.880,3.000,2.840,0.160,-0.000,0.173,0.519
5.890,3.000,2.842,0.158,-0.000,0.173,0.519
5.900,3.000,2.843,0.157,0.000,0.173,0.519
5.910,3.000,2.845,0.155,0.000,0.173,0.520
5.920,3.000,2.846,0.154,0.000,0.173,0.520
5.930,3.000,2.848,0.152,0.000,0.173,0.520
5.940,3.000,2.849,0.151,-0.000,0.173,0.520
5.950,3.000,2.851,0.149,0.000,0.173,0.520
5.960,3.000,2.852,0.148,0.000,0.173,0.520
5.970,3.000,2.854,0.146,0.000,0.173,0.520
5.980,3.000,2.855,0.145,0.000,0.173,0.520
5.990,3.000,2.857,0.143,0.000,0.173,0.520
6.000,3.000,2.858,0.142,-0.000,0.173,0.520
6.010,3.000,2.860,0.140,0.000,0.173,0.520
6.020,3.000,2.861,0.139,0.000,0.173,0.520
6.030,3.000,2.862,0.138,0.000,0.173,0.520
6.040,3.000,2.864,0.136,0.000,0.173,0.520
6.050,3.000,2.865,0.135,-0.000,0.173,0.520
6.060,3.000,2.866,0.134,0.000,0.173,0.520
6.070,3.000,2.868,0.132,0.000,0.173,0.520
6.080,3.000,2.869,0.131,0.000,0.173,0.520
6.090,3.000,2.870,0.130,0.000,0.173,0.520
6.100,3.000,2.872,0.128,0.000,0.173,0.520
6.110,3.000,2.873,0.127,0.000,0.173,0.520
6.120,3.000,2.874,0.126,0.000,0.173,0.520
6.130,3.000,2.876,0.124,0.000,0.173,0.520
6.140,3.000,2.877,0.123,0.000,0.173,0.520
6.150,3.000,2.878,0.122,0.000,0.173,0.520
6.160,3.000,2.879,0.121,0.000,0.173,0.520
6.170,3.000,2.880,0.120,0.000,0.173,0.520
6.180,3.000,2.882,0.118,0.000,0.173,0.520
6.190,3.000,2.883,0.117,0.000,0.174,0.521
6.200,3.000,2.884,0.116,0.000,0.174,0.521
6.210,3.000,2.885,0.115,0.000,0.174,0.521
6.220,3.000,2.886,0.114,0.000,0.174,0.521
6.230,3.000,2.887,0.113,0.000,0.174,0.521
6.240,3.000,2.889,0.111,0.000,0.174,0.521
6.250,3.000,2.890,0.110,0.000,0.174,0.521
6.260,3.000,2.891,0.109,0.000,0.174,0.521
6.270,3.000,2.892,0.108,0.000,0.174,0.521
6.280,3.000,2.893,0.107,0.000,0.174,0.521
6.290,3.000,2.894,0.106,0.000,0.174,0.521
6.300,3.000,2.895,0.105,0.000,0.174,0.521
6.310,3.000,2.896,0.104,0.000,0.174,0.521
6.320,3.000,2.897,0.103,0.000,0.174,0.521
6.330,3.000,2.898,0.102,0.000,0.174,0.521
6.340,3.000,2.899,0.101,0.000,0.174,0.521
6.350,3.000,2.900,0.100,0.000,0.174,0.521
6.360,3.000,2.901,0.099,0.000,0.174,0.521
6.370,3.000,2.902,0.098,0.000,0.174,0.521
6.380,3.000,2.903,0.097,0.000,0.174,0.521
6.390,3.000,2.904,0.096,0.000,0.174,0.521
6.400,3.000,2.905,0.095,0.000,0.174,0.521
6.410,3.000,2.906,0.094,0.000,0.174,0.521
6.420,3.000,2.907,0.093,0.000,0.174,0.521
6.430,3.000,2.908,0.092,0.000,0.174,0.521
6.440,3.000,2.909,0.091,0.000,0.174,0.521
6.450,3.000,2.910,0.090,0.000,0.174,0.521
6.460,3.000,2.911,0.089,0.000,0.174,0.521
6.470,3.000,2.912,0.088,0.000,0.174,0.521
6.480,3.000,2.912,0.088,0.000,0.174,0.521
6.490,3.000,2.913,0.087,0.000,0.174,0.521
6.500,3.000,2.914,0.086,0.000,0.174,0.521
6.510,3.000,2.915,0.085,0.000,0.174,0.521
6.520,3.000,2.916,0.084,0.000,0.174,0.521
6.530,3.000,2.917,0.083,0.000,0.174,0.521
6.540,3.000,2.918,0.082,0.000,0.174,0.521
6.550,3.000,2.918,0.082,0.000,0.174,0.521
6.560,3.000,2.919,0.081,0.000,0.174,0.522
6.570,3.000,2.920,0.080,0.000,0.174,0.522
6.580,3.000,2.921,0.079,0.000,0.174,0.522
6.590,3.000,2.922,0.078,0.000,0.174,0.522
6.600,3.000,2.922,0.078,0.000,0.174,0.522
6.610,3.000,2.923,0.077,0.000,0.174,0.522
6.620,3.000,2.924,0.076,0.000,0.174,0.522
6.630,3.000,2.925,0.075,0.000,0.174,0.522
6.640,3.000,2.925,0.075,0.000,0.174,0.522
6.650,3.000,2.926,0.074,0.000,0.174,0.522
6.660,3.000,2.927,0.073,0.000,0.174,0.522
6.670,5.000,2.928,0.072,2.000,0.200,1.000
6.680,5.000,2.928,0.332,1.740,0.200,0.948
6.690,5.000,2.932,0.555,1.513,0.200,0.903
6.700,5.000,2.937,0.748,1.314,0.200,0.863
6.710,5.000,2.945,0.917,1.139,0.200,0.828
6.720,5.000,2.954,1.064,0.983,0.200,0.797
6.730,5.000,2.965,1.192,0.843,0.200,0.769
6.740,5.000,2.976,1.306,0.718,0.200,0.744
6.750,5.000,2.990,1.405,0.605,0.200,0.721
6.760,5.000,3.004,1.493,0.503,0.200,0.701
6.770,5.000,3.018,1.571,0.411,0.200,0.682
6.780,5.000,3.034,1.639,0.327,0.200,0.665
6.790,5.000,3.051,1.699,0.250,0.200,0.650
6.800,5.000,3.068,1.752,0.180,0.200,0.636
6.810,5.000,3.085,1.799,0.116,0.200,0.623
6.820,5.000,3.103,1.840,0.057,0.200,0.611
6.830,5.000,3.121,1.875,0.003,0.200,0.601
6.840,5.000,3.140,1.906,-0.046,0.154,0.451
6.850,5.000,3.159,1.881,-0.040,0.113,0.332
6.860,5.000,3.178,1.822,-0.000,0.113,0.339
6.870,5.000,3.196,1.765,0.038,0.151,0.462
6.880,5.000,3.214,1.743,0.043,0.194,0.590
6.890,5.000,3.231,1.770,-0.001,0.193,0.577
6.900,5.000,3.249,1.791,-0.040,0.152,0.449
6.910,5.000,3.267,1.765,-0.032,0.120,0.354
6.920,5.000,3.285,1.712,0.003,0.124,0.371
6.930,5.000,3.302,1.663,0.035,0.159,0.483
6.940,5.000,3.318,1.648,0.033,0.192,0.582
6.950,5.000,3.335,1.671,-0.006,0.185,0.555
6.960,5.000,3.352,1.683,-0.035,0.150,0.444
6.970,5.000,3.368,1.656,-0.024,0.126,0.373
6.980,5.000,3.385,1.608,0.007,0.133,0.402
6.990,5.000,3.401,1.567,0.032,0.165,0.502
7.000,5.000,3.417,1.559,0.024,0.189,0.572
7.010,5.000,3.432,1.578,-0.011,0.179,0.534
7.020,5.000,3.448,1.582,-0.030,0.148,0.439
7.030,5.000,3.464,1.553,-0.017,0.131,0.391
7.040,5.000,3.479,1.510,0.011,0.142,0.429
7.050,5.000,3.495,1.477,0.028,0.170,0.517
7.060,5.000,3.509,1.475,0.016,0.186,0.562
7.070,5.000,3.524,1.490,-0.014,0.172,0.515
7.080,5.000,3.539,1.486,-0.025,0.147,0.437
7.090,5.000,3.554,1.456,-0.010,0.137,0.409
7.100,5.000,3.568,1.418,0.013,0.151,0.454
7.110,5.000,3.583,1.394,0.024,0.174,0.527
7.120,5.000,3.597,1.395,0.008,0.182,0.549
7.130,5.000,3.611,1.405,-0.015,0.167,0.498
7.140,5.000,3.625,1.396,-0.020,0.147,0.437
7.150,5.000,3.639,1.366,-0.004,0.143,0.427
7.160,5.000,3.652,1.333,0.015,0.157,0.475
7.170,5.000,3.665,1.316,0.019,0.176,0.532
7.180,5.000,3.679,1.319,0.002,0.178,0.536
7.190,5.000,3.692,1.324,-0.016,0.163,0.486
7.200,5.000,3.705,1.310,-0.015,0.148,0.441
7.210,5.000,3.718,1.281,0.000,0.148,0.445
7.220,5.000,3.731,1.254,0.015,0.163,0.493
7.230,5.000,3.744,1.243,0.014,0.177,0.533
7.240,5.000,3.756,1.246,-0.002,0.174,0.523
7.250,5.000,3.768,1.246,-0.015,0.160,0.477
7.260,5.000,3.781,1.229,-0.010,0.150,0.447
7.270,5.000,3.793,1.203,0.004,0.154,0.462
7.280,5.000,3.805,1.181,0.014,0.168,0.505
7.290,5.000,3.817,1.174,0.009,0.176,0.530
7.300,5.000,3.829,1.177,-0.006,0.171,0.511
7.310,5.000,3.841,1.172,-0.013,0.158,0.472
7.320,5.000,3.852,1.153,-0.006,0.152,0.456
7.330,5.000,3.864,1.130,0.007,0.159,0.478
7.340,5.000,3.875,1.113,0.012,0.171,0.514
7.350,5.000,3.886,1.110,0.004,0.175,0.525
7.360,5.000,3.897,1.110,-0.007,0.167,0.501
7.370,5.000,3.908,1.102,-0.010,0.157,0.470
7.380,5.000,3.919,1.083,-0.002,0.155,0.466
7.390,5.000,3.930,1.062,0.008,0.163,0.491
7.400,5.000,3.941,1.050,0.009,0.172,0.518
7.410,5.000,3.951,1.048,0.001,0.173,0.518
7.420,5.000,3.962,1.046,-0.008,0.165,0.493
7.430,5.000,3.972,1.035,-0.007,0.158,0.472
7.440,5.000,3.983,1.016,0.001,0.159,0.476
7.450,5.000,3.993,0.999,0.008,0.167,0.501
7.460,5.000,4.003,0.991,0.006,0.173,0.519
7.470,5.000,4.013,0.989,-0.002,0.170,0.511
7.480,5.000,4.023,0.985,-0.007,0.163,0.488
7.490,5.000,4.032,0.972,-0.004,0.159,0.476
7.500,5.000,4.042,0.955,0.003,0.162,0.487
7.510,5.000,4.052,0.941,0.007,0.169,0.508
7.520,5.000,4.061,0.936,0.003,0.172,0.517
7.530,5.000,4.071,0.933,-0.004,0.168,0.505
7.540,5.000,4.080,0.926,-0.006,0.162,0.486
7.550,5.000,4.089,0.913,-0.002,0.161,0.482
7.560,5.000,4.098,0.898,0.004,0.165,0.496
7.570,5.000,4.107,0.887,0.005,0.170,0.512
7.580,5.000,4.116,0.883,0.001,0.171,0.514
7.590,5.000,4.125,0.879,-0.004,0.167,0.500
7.600,5.000,4.134,0.871,-0.004,0.162,0.487
7.610,5.000,4.142,0.857,0.000,0.163,0.488
7.620,5.000,4.151,0.845,0.004,0.167,0.503
7.630,5.000,4.159,0.837,0.004,0.171,0.514
7.640,5.000,4.168,0.833,-0.001,0.170,0.510
7.650,5.000,4.176,0.828,-0.004,0.166,0.497
7.660,5.000,4.184,0.818,-0.003,0.163,0.489
7.670,5.000,4.193,0.806,0.002,0.165,0.495
7.680,5.000,4.201,0.795,0.004,0.169,0.508
7.690,5.000,4.209,0.789,0.002,0.171,0.513
7.700,5.000,4.216,0.786,-0.002,0.169,0.506
7.710,5.000,4.224,0.779,-0.004,0.165,0.495
7.720,5.000,4.232,0.769,-0.001,0.164,0.493
7.730,5.000,4.240,0.758,0.002,0.167,0.501
7.740,5.000,4.247,0.749,0.003,0.170,0.511
7.750,5.000,4.255,0.745,0.000,0.171,0.512
7.760,5.000,4.262,0.740,-0.003,0.168,0.503
7.770,5.000,4.270,0.733,-0.003,0.165,0.496
7.780,5.000,4.277,0.723,0.000,0.166,0.497
7.790,5.000,4.284,0.713,0.003,0.168,0.506
7.800,5.000,4.291,0.706,0.002,0.171,0.512
7.810,5.000,4.298,0.702,-0.001,0.170,0.510
7.820,5.000,4.306,0.697,-0.002,0.167,0.502
7.830,5.000,4.312,0.689,-0.001,0.166,0.498
7.840,5.000,4.319,0.679,0.001,0.167,0.502
7.850,5.000,4.326,0.671,0.002,0.170,0.509
7.860,5.000,4.333,0.666,0.001,0.171,0.512
7.870,5.000,4.340,0.662,-0.001,0.169,0.508
7.880,5.000,4.346,0.656,-0.002,0.167,0.501
7.890,5.000,4.353,0.648,-0.000,0.167,0.501
7.900,5.000,4.359,0.639,0.002,0.168,0.506
7.910,5.000,4.366,0.633,0.002,0.170,0.511
7.920,5.000,4.372,0.628,0.000,0.170,0.511
7.930,5.000,4.378,0.623,-0.002,0.169,0.506
7.940,5.000,4.384,0.617,-0.001,0.168,0.502
7.950,5.000,4.391,0.609,0.000,0.168,0.504
7.960,5.000,4.397,0.602,0.002,0.169,0.509
7.970,5.000,4.403,0.596,0.001,0.171,0.512
7.980,5.000,4.409,0.592,-0.001,0.170,0.510
7.990,5.000,4.415,0.587,-0.001,0.169,0.506
8.000,5.000,4.420,0.580,-0.001,0.168,0.504
8.010,5.000,4.426,0.573,0.001,0.169,0.507
8.020,5.000,4.432,0.567,0.001,0.170,0.511
8.030,5.000,4.438,0.562,0.000,0.171,0.512
8.040,5.000,4.443,0.558,-0.001,0.170,0.509
8.050,5.000,4.449,0.552,-0.001,0.169,0.506
8.060,5.000,4.454,0.546,-0.000,0.169,0.506
8.070,5.000,4.460,0.539,0.001,0.170,0.509
8.080,5.000,4.465,0.534,0.001,0.171,0.512
8.090,5.000,4.471,0.530,-0.000,0.171,0.512
8.100,5.000,4.476,0.525,-0.001,0.170,0.509
8.110,5.000,4.481,0.520,-0.001,0.169,0.507
8.120,5.000,4.486,0.513,0.000,0.169,0.508
8.130,5.000,4.491,0.508,0.001,0.170,0.511
8.140,5.000,4.497,0.503,0.001,0.171,0.513
8.150,5.000,4.502,0.499,-0.000,0.170,0.511
8.160,5.000,4.507,0.494,-0.001,0.170,0.509
8.170,5.000,4.511,0.489,-0.000,0.169,0.508
8.180,5.000,4.516,0.483,0.001,0.170,0.510
8.190,5.000,4.521,0.478,0.001,0.171,0.513
8.200,5.000,4.526,0.474,0.000,0.171,0.513
8.210,5.000,4.531,0.470,-0.001,0.170,0.511
8.220,5.000,4.535,0.465,-0.001,0.170,0.509
8.230,5.000,4.540,0.460,0.000,0.170,0.510
8.240,5.000,4.545,0.455,0.001,0.171,0.512
8.250,5.000,4.549,0.450,0.001,0.171,0.513
8.260,5.000,4.554,0.446,-0.000,0.171,0.513
8.270,5.000,4.558,0.442,-0.001,0.170,0.511
8.280,5.000,4.563,0.438,-0.000,0.170,0.510
8.290,5.000,4.567,0.433,0.000,0.170,0.511
8.300,5.000,4.571,0.428,0.001,0.171,0.513
8.310,5.000,4.576,0.424,0.000,0.171,0.514
8.320,5.000,4.580,0.421,-0.000,0.171,0.513
8.330,5.000,4.584,0.416,-0.000,0.170,0.511
8.340,5.000,4.588,0.412,-0.000,0.170,0.511
8.350,5.000,4.592,0.407,0.000,0.171,0.513
8.360,5.000,4.596,0.403,0.000,0.171,0.514
8.370,5.000,4.600,0.400,-0.000,0.171,0.514
8.380,5.000,4.604,0.396,-0.000,0.171,0.513
8.390,5.000,4.608,0.392,-0.000,0.171,0.512
8.400,5.000,4.612,0.388,0.000,0.171,0.513
8.410,5.000,4.616,0.383,0.000,0.171,0.514
8.420,5.000,4.620,0.380,0.000,0.171,0.514
8.430,5.000,4.624,0.376,-0.000,0.171,0.514
8.440,5.000,4.628,0.373,-0.000,0.171,0.513
8.450,5.000,4.631,0.369,-0.000,0.171,0.513
8.460,5.000,4.635,0.365,0.000,0.171,0.514
8.470,5.000,4.639,0.361,0.000,0.172,0.515
8.480,5.000,4.642,0.358,0.000,0.172,0.515
8.490,5.000,4.646,0.354,-0.000,0.171,0.514
8.500,5.000,4.649,0.351,-0.000,0.171,0.513
8.510,5.000,4.653,0.347,0.000,0.171,0.514
8.520,5.000,4.656,0.343,0.000,0.172,0.515
8.530,5.000,4.660,0.340,0.000,0.172,0.515
8.540,5.000,4.663,0.337,-0.000,0.172,0.515
8.550,5.000,4.667,0.334,-0.000,0.171,0.514
8.560,5.000,4.670,0.330,-0.000,0.171,0.514
8.570,5.000,4.673,0.327,0.000,0.172,0.515
8.580,5.000,4.676,0.323,0.000,0.172,0.515
8.590,5.000,4.680,0.320,0.000,0.172,0.516
8.600,5.000,4.683,0.317,-0.000,0.172,0.515
8.610,5.000,4.686,0.314,-0.000,0.172,0.515
8.620,5.000,4.689,0.311,0.000,0.172,0.515
8.630,5.000,4.692,0.308,0.000,0.172,0.515
8.640,5.000,4.695,0.304,0.000,0.172,0.516
8.650,5.000,4.698,0.302,-0.000,0.172,0.516
8.660,5.000,4.701,0.299,-0.000,0.172,0.515
8.670,5.000,4.704,0.296,-0.000,0.172,0.515
8.680,5.000,4.707,0.293,0.000,0.172,0.516
8.690,5.000,4.710,0.290,0.000,0.172,0.516
8.700,5.000,4.713,0.287,0.000,0.172,0.516
8.710,5.000,4.716,0.284,-0.000,0.172,0.516
8.720,5.000,4.719,0.281,-0.000,0.172,0.516
8.730,5.000,4.722,0.278,0.000,0.172,0.516
8.740,5.000,4.724,0.275,0.000,0.172,0.516
8.750,5.000,4.727,0.273,0.000,0.172,0.517
8.760,5.000,4.730,0.270,0.000,0.172,0.517
8.770,5.000,4.733,0.267,-0.000,0.172,0.516
8.780,5.000,4.735,0.265,-0.000,0.172,0.516
8.790,5.000,4.738,0.262,0.000,0.172,0.516
8.800,5.000,4.741,0.259,0.000,0.172,0.517
8.810,5.000,4.743,0.257,0.000,0.172,0.517
8.820,5.000,4.746,0.254,-0.000,0.172,0.517
8.830,5.000,4.748,0.252,-0.000,0.172,0.517
8.840,5.000,4.751,0.249,-0.000,0.172,0.517
8.850,5.000,4.753,0.247,0.000,0.172,0.517
8.860,5.000,4.756,0.244,0.000,0.172,0.517
8.870,5.000,4.758,0.242,0.000,0.172,0.517
8.880,5.000,4.761,0.239,-0.000,0.172,0.517
8.890,5.000,4.763,0.237,-0.000,0.172,0.517
8.900,5.000,4.765,0.235,0.000,0.172,0.517
8.910,5.000,4.768,0.232,0.000,0.172,0.518
8.920,5.000,4.770,0.230,0.000,0.173,0.518
8.930,5.000,4.772,0.228,-0.000,0.173,0.518
8.940,5.000,4.775,0.225,-0.000,0.173,0.518
8.950,5.000,4.777,0.223,-0.000,0.173,0.518
8.960,5.000,4.779,0.221,0.000,0.173,0.518
8.970,5.000,4.781,0.219,0.000,0.173,0.518
8.980,5.000,4.784,0.216,0.000,0.173,0.518
8.990,5.000,4.786,0.214,-0.000,0.173,0.518
9.000,5.000,4.788,0.212,-0.000,0.173,0.518
9.010,5.000,4.790,0.210,0.000,0.173,0.518
9.020,5.000,4.792,0.208,0.000,0.173,0.518
9.030,5.000,4.794,0.206,0.000,0.173,0.518
9.040,5.000,4.796,0.204,0.000,0.173,0.518
9.050,5.000,4.798,0.202,-0.000,0.173,0.518
9.060,5.000,4.800,0.200,-0.000,0.173,0.518
9.070,5.000,4.802,0.198,0.000,0.173,0.518
9.080,5.000,4.804,0.196,0.000,0.173,0.519
9.090,5.000,4.806,0.194,0.000,0.173,0.519
9.100,5.000,4.808,0.192,-0.000,0.173,0.519
9.110,5.000,4.810,0.190,-0.000,0.173,0.518
9.120,5.000,4.812,0.188,0.000,0.173,0.519
9.130,5.000,4.814,0.186,0.000,0.173,0.519
9.140,5.000,4.816,0.184,0.000,0.173,0.519
9.150,5.000,4.818,0.182,0.000,0.173,0.519
9.160,5.000,4.819,0.181,-0.000,0.173,0.519
9.170,5.000,4.821,0.179,-0.000,0.173,0.519
9.180,5.000,4.823,0.177,0.000,0.173,0.519
9.190,5.000,4.825,0.175,0.000,0.173,0.519
9.200,5.000,4.826,0.173,0.000,0.173,0.519
9.210,5.000,4.828,0.172,-0.000,0.173,0.519
9.220,5.000,4.830,0.170,-0.000,0.173,0.519
9.230,5.000,4.832,0.168,0.000,0.173,0.519
9.240,5.000,4.833,0.167,0.000,0.173,0.519
9.250,5.000,4.835,0.165,0.000,0.173,0.519
9.260,5.000,4.837,0.163,0.000,0.173,0.519
9.270,5.000,4.838,0.162,-0.000,0.173,0.519
9.280,5.000,4.840,0.160,-0.000,0.173,0.519
9.290,5.000,4.841,0.158,0.000,0.173,0.519
9.300,5.000,4.843,0.157,0.000,0.173,0.519
9.310,5.000,4.845,0.155,0.000,0.173,0.520
9.320,5.000,4.846,0.154,0.000,0.173,0.520
9.330,5.000,4.848,0.152,-0.000,0.173,0.520
9.340,5.000,4.849,0.151,0.000,0.173,0.520
9.350,5.000,4.851,0.149,0.000,0.173,0.520
9.360,5.000,4.852,0.148,0.000,0.173,0.520
9.370,5.000,4.854,0.146,0.000,0.173,0.520
9.380,5.000,4.855,0.145,-0.000,0.173,0.520
9.390,5.000,4.857,0.143,0.000,0.173,0.520
9.400,5.000,4.858,0.142,0.000,0.173,0.520
9.410,5.000,4.859,0.140,0.000,0.173,0.520
9.420,5.000,4.861,0.139,0.000,0.173,0.520
9.430,5.000,4.862,0.138,0.000,0.173,0.520
9.440,5.000,4.864,0.136,-0.000,0.173,0.520
9.450,5.000,4.865,0.135,0.000,0.173,0.520
9.460,5.000,4.866,0.134,0.000,0.173,0.520
9.470,5.000,4.868,0.132,0.000,0.173,0.520
9.480,5.000,4.869,0.131,0.000,0.173,0.520
9.490,5.000,4.870,0.130,0.000,0.173,0.520
9.500,5.000,4.872,0.128,0.000,0.173,0.520
9.510,5.000,4.873,0.127,0.000,0.173,0.520
9.520,5.000,4.874,0.126,0.000,0.173,0.520
9.530,5.000,4.875,0.125,0.000,0.173,0.520
9.540,5.000,4.877,0.123,0.000,0.173,0.520
9.550,5.000,4.878,0.122,0.000,0.173,0.520
9.560,5.000,4.879,0.121,0.000,0.173,0.520
9.570,5.000,4.880,0.120,0.000,0.173,0.520
9.580,5.000,4.882,0.118,0.000,0.174,0.521
9.590,5.000,4.883,0.117,0.000,0.174,0.521
9.600,5.000,4.884,0.116,0.000,0.174,0.521
9.610,5.000,4.885,0.115,0.000,0.174,0.521
9.620,5.000,4.886,0.114,0.000,0.174,0.521
9.630,5.000,4.887,0.113,0.000,0.174,0.521
9.640,5.000,4.888,0.111,0.000,0.174,0.521
9.650,5.000,4.890,0.110,0.000,0.174,0.521
9.660,5.000,4.891,0.109,0.000,0.174,0.521
9.670,5.000,4.892,0.108,0.000,0.174,0.521
9.680,5.000,4.893,0.107,0.000,0.174,0.521
9.690,5.000,4.894,0.106,0.000,0.174,0.521
9.700,5.000,4.895,0.105,0.000,0.174,0.521
9.710,5.000,4.896,0.104,0.000,0.174,0.521
9.720,5.000,4.897,0.103,0.000,0.174,0.521
9.730,5.000,4.898,0.102,0.000,0.174,0.521
9.740,5.000,4.899,0.101,0.000,0.174,0.521
9.750,5.000,4.900,0.100,0.000,0.174,0.521
9.760,5.000,4.901,0.099,0.000,0.174,0.521
9.770,5.000,4.902,0.098,0.000,0.174,0.521
9.780,5.000,4.903,0.097,0.000,0.174,0.521
9.790,5.000,4.904,0.096,0.000,0.174,0.521
9.800,5.000,4.905,0.095,0.000,0.174,0.521
9.810,5.000,4.906,0.094,0.000,0.174,0.521
9.820,5.000,4.907,0.093,0.000,0.174,0.521
9.830,5.000,4.908,0.092,0.000,0.174,0.521
9.840,5.000,4.909,0.091,0.000,0.174,0.521
9.850,5.000,4.910,0.090,0.000,0.174,0.521
9.860,5.000,4.911,0.089,0.000,0.174,0.521
9.870,5.000,4.911,0.088,0.000,0.174,0.521
9.880,5.000,4.912,0.088,0.000,0.174,0.521
9.890,5.000,4.913,0.087,0.000,0.174,0.521
9.900,5.000,4.914,0.086,0.000,0.174,0.521
9.910,5.000,4.915,0.085,0.000,0.174,0.521
9.920,5.000,4.916,0.084,0.000,0.174,0.521
9.930,5.000,4.917,0.083,0.000,0.174,0.521
9.940,5.000,4.918,0.082,0.000,0.174,0.521
9.950,5.000,4.918,0.082,0.000,0.174,0.521
9.960,5.000,4.919,0.081,0.000,0.174,0.522
9.970,5.000,4.920,0.080,0.000,0.174,0.522
9.980,5.000,4.921,0.079,0.000,0.174,0.522
9.990,5.000,4.922,0.078,0.000,0.174,0.522
