time,target,z,dz,e,ei,u
0.800,8.000,7.037,0.958,0.005,0.173,0.521
0.810,8.000,7.047,0.957,-0.003,0.170,0.509
0.820,8.000,7.056,0.951,-0.007,0.162,0.485
0.830,8.000,7.066,0.937,-0.003,0.159,0.477
0.840,8.000,7.075,0.921,0.004,0.163,0.491
0.850,8.000,7.084,0.909,0.007,0.170,0.512
0.860,8.000,7.094,0.904,0.002,0.172,0.517
0.870,8.000,7.103,0.902,-0.005,0.168,0.502
0.880,8.000,7.112,0.894,-0.006,0.162,0.485
0.890,8.000,7.121,0.880,-0.001,0.161,0.484
0.900,8.000,7.129,0.866,0.005,0.166,0.500
0.910,8.000,7.138,0.857,0.005,0.171,0.515
0.920,8.000,7.147,0.854,-0.000,0.171,0.513
0.930,8.000,7.155,0.850,-0.005,0.166,0.498
0.940,8.000,7.164,0.840,-0.004,0.162,0.486
0.950,8.000,7.172,0.827,0.001,0.164,0.491
0.960,8.000,7.180,0.815,0.005,0.168,0.506
0.970,8.000,7.188,0.808,0.003,0.171,0.515
0.980,8.000,7.197,0.805,-0.002,0.170,0.509
0.990,8.000,7.205,0.800,-0.004,0.165,0.495
1.000,8.000,7.213,0.789,-0.002,0.163,0.490
1.010,8.000,7.220,0.777,0.002,0.166,0.498
1.020,8.000,7.228,0.768,0.004,0.170,0.511
1.030,8.000,7.236,0.763,0.001,0.171,0.514
1.040,8.000,7.244,0.759,-0.003,0.168,0.505
1.050,8.000,7.251,0.752,-0.003,0.165,0.495
1.060,8.000,7.259,0.742,-0.000,0.165,0.494
1.070,8.000,7.266,0.731,0.003,0.168,0.504
1.080,8.000,7.273,0.724,0.003,0.171,0.513
1.090,8.000,7.281,0.720,-0.000,0.170,0.511
1.100,8.000,7.288,0.715,-0.003,0.168,0.502
1.110,8.000,7.295,0.707,-0.002,0.165,0.496
1.120,8.000,7.302,0.697,0.001,0.166,0.499
1.130,8.000,7.309,0.688,0.003,0.169,0.508
1.140,8.000,7.316,0.682,0.002,0.171,0.513
1.150,8.000,7.323,0.678,-0.001,0.170,0.509
1.160,8.000,7.330,0.673,-0.003,0.167,0.501
1.170,8.000,7.336,0.665,-0.001,0.166,0.499
1.180,8.000,7.343,0.656,0.002,0.168,0.504
1.190,8.000,7.349,0.648,0.002,0.170,0.511
1.200,8.000,7.356,0.644,0.001,0.171,0.512
1.210,8.000,7.362,0.639,-0.002,0.169,0.507
1.220,8.000,7.369,0.633,-0.002,0.167,0.501
1.230,8.000,7.375,0.625,0.000,0.167,0.502
1.240,8.000,7.381,0.617,0.002,0.169,0.508
1.250,8.000,7.388,0.611,0.002,0.171,0.512
1.260,8.000,7.394,0.607,-0.000,0.170,0.511
1.270,8.000,7.400,0.602,-0.002,0.169,0.506
1.280,8.000,7.406,0.595,-0.001,0.168,0.503
1.290,8.000,7.412,0.588,0.001,0.168,0.505
1.300,8.000,7.418,0.581,0.002,0.170,0.510
1.310,8.000,7.423,0.576,0.001,0.171,0.513
1.320,8.000,7.429,0.572,-0.001,0.170,0.510
1.330,8.000,7.435,0.567,-0.001,0.169,0.505
1.340,8.000,7.440,0.560,-0.000,0.168,0.505
1.350,8.000,7.446,0.553,0.001,0.169,0.508
1.360,8.000,7.452,0.547,0.001,0.171,0.512
1.370,8.000,7.457,0.543,0.000,0.171,0.512
1.380,8.000,7.463,0.539,-0.001,0.170,0.509
1.390,8.000,7.468,0.533,-0.001,0.169,0.506
1.400,8.000,7.473,0.527,0.000,0.169,0.507
1.410,8.000,7.478,0.520,0.001,0.170,0.510
1.420,8.000,7.484,0.515,0.001,0.171,0.513
1.430,8.000,7.489,0.511,-0.000,0.171,0.512
1.440,8.000,7.494,0.507,-0.001,0.170,0.509
1.450,8.000,7.499,0.501,-0.000,0.169,0.507
1.460,8.000,7.504,0.495,0.001,0.170,0.509
1.470,8.000,7.509,0.490,0.001,0.171,0.512
1.480,8.000,7.514,0.486,0.000,0.171,0.513
1.490,8.000,7.519,0.482,-0.001,0.170,0.511
1.500,8.000,7.524,0.477,-0.001,0.170,0.509
1.510,8.000,7.528,0.472,-0.000,0.170,0.509
1.520,8.000,7.533,0.466,0.001,0.170,0.511
1.530,8.000,7.538,0.462,0.001,0.171,0.513
1.540,8.000,7.542,0.458,-0.000,0.171,0.513
1.550,8.000,7.547,0.454,-0.001,0.170,0.511
1.560,8.000,7.551,0.449,-0.000,0.170,0.510
1.570,8.000,7.556,0.444,0.000,0.170,0.511
1.580,8.000,7.560,0.439,0.001,0.171,0.513
1.590,8.000,7.565,0.435,0.000,0.171,0.514
1.600,8.000,7.569,0.431,-0.000,0.171,0.513
1.610,8.000,7.573,0.427,-0.001,0.170,0.511
1.620,8.000,7.578,0.422,-0.000,0.170,0.511
1.630,8.000,7.582,0.418,0.000,0.171,0.512
1.640,8.000,7.586,0.413,0.001,0.171,0.514
1.650,8.000,7.590,0.410,0.000,0.171,0.514
1.660,8.000,7.594,0.406,-0.000,0.171,0.513
1.670,8.000,7.598,0.402,-0.000,0.171,0.512
1.680,8.000,7.602,0.397,0.000,0.171,0.512
1.690,8.000,7.606,0.393,0.000,0.171,0.513
1.700,8.000,7.610,0.389,0.000,0.171,0.514
1.710,8.000,7.614,0.386,-0.000,0.171,0.514
1.720,8.000,7.618,0.382,-0.000,0.171,0.513
1.730,8.000,7.622,0.378,-0.000,0.171,0.512
1.740,8.000,7.626,0.374,0.000,0.171,0.513
1.750,8.000,7.629,0.370,0.000,0.171,0.514
1.760,8.000,7.633,0.367,0.000,0.172,0.515
1.770,8.000,7.637,0.363,-0.000,0.171,0.514
1.780,8.000,7.640,0.360,-0.000,0.171,0.513
1.790,8.000,7.644,0.356,0.000,0.171,0.513
1.800,8.000,7.648,0.352,0.000,0.171,0.514
1.810,8.000,7.651,0.349,0.000,0.172,0.515
1.820,8.000,7.655,0.345,-0.000,0.172,0.515
1.830,8.000,7.658,0.342,-0.000,0.171,0.514
1.840,8.000,7.661,0.339,-0.000,0.171,0.514
1.850,8.000,7.665,0.335,0.000,0.171,0.514
1.860,8.000,7.668,0.332,0.000,0.172,0.515
1.870,8.000,7.672,0.328,0.000,0.172,0.516
1.880,8.000,7.675,0.325,-0.000,0.172,0.515
1.890,8.000,7.678,0.322,-0.000,0.172,0.515
1.900,8.000,7.681,0.319,-0.000,0.171,0.514
1.910,8.000,7.684,0.315,0.000,0.172,0.515
1.920,8.000,7.688,0.312,0.000,0.172,0.516
1.930,8.000,7.691,0.309,0.000,0.172,0.516
1.940,8.000,7.694,0.306,-0.000,0.172,0.515
1.950,8.000,7.697,0.303,-0.000,0.172,0.515
1.960,8.000,7.700,0.300,0.000,0.172,0.515
1.970,8.000,7.703,0.297,0.000,0.172,0.516
1.980,8.000,7.706,0.294,0.000,0.172,0.516
1.990,8.000,7.709,0.291,-0.000,0.172,0.516
2.000,8.000,7.712,0.288,-0.000,0.172,0.516
2.010,8.000,7.715,0.285,-0.000,0.172,0.516
2.020,8.000,7.717,0.282,0.000,0.172,0.516
2.030,8.000,7.720,0.280,0.000,0.172,0.516
2.040,8.000,7.723,0.277,0.000,0.172,0.517
2.050,8.000,7.726,0.274,-0.000,0.172,0.516
2.060,8.000,7.729,0.271,-0.000,0.172,0.516
2.070,8.000,7.731,0.269,0.000,0.172,0.516
2.080,8.000,7.734,0.266,0.000,0.172,0.517
2.090,8.000,7.737,0.263,0.000,0.172,0.517
2.100,8.000,7.739,0.261,-0.000,0.172,0.517
2.110,8.000,7.742,0.258,-0.000,0.172,0.517
2.120,8.000,7.744,0.256,-0.000,0.172,0.516
2.130,8.000,7.747,0.253,0.000,0.172,0.517
2.140,8.000,7.750,0.250,0.000,0.172,0.517
2.150,8.000,7.752,0.248,0.000,0.172,0.517
2.160,8.000,7.755,0.245,-0.000,0.172,0.517
2.170,8.000,7.757,0.243,-0.000,0.172,0.517
2.180,8.000,7.759,0.241,0.000,0.172,0.517
2.190,8.000,7.762,0.238,0.000,0.172,0.517
2.200,8.000,7.764,0.236,0.000,0.173,0.518
2.210,8.000,7.767,0.233,0.000,0.173,0.518
2.220,8.000,7.769,0.231,-0.000,0.172,0.517
2.230,8.000,7.771,0.229,-0.000,0.172,0.517
2.240,8.000,7.774,0.226,0.000,0.172,0.517
2.250,8.000,7.776,0.224,0.000,0.173,0.518
2.260,8.000,7.778,0.222,0.000,0.173,0.518
2.270,8.000,7.780,0.220,-0.000,0.173,0.518
2.280,8.000,7.782,0.218,-0.000,0.173,0.518
2.290,8.000,7.785,0.215,0.000,0.173,0.518
2.300,8.000,7.787,0.213,0.000,0.173,0.518
2.310,8.000,7.789,0.211,0.000,0.173,0.518
2.320,8.000,7.791,0.209,0.000,0.173,0.518
2.330,8.000,7.793,0.207,-0.000,0.173,0.518
2.340,8.000,7.795,0.205,-0.000,0.173,0.518
2.350,8.000,7.797,0.203,0.000,0.173,0.518
2.360,8.000,7.799,0.201,0.000,0.173,0.518
2.370,8.000,7.801,0.199,0.000,0.173,0.518
2.380,8.000,7.803,0.197,-0.000,0.173,0.518
2.390,8.000,7.805,0.195,-0.000,0.173,0.518
2.400,8.000,7.807,0.193,0.000,0.173,0.518
2.410,8.000,7.809,0.191,0.000,0.173,0.519
2.420,8.000,7.811,0.189,0.000,0.173,0.519
2.430,8.000,7.813,0.187,0.000,0.173,0.519
2.440,8.000,7.815,0.185,-0.000,0.173,0.519
2.450,8.000,7.817,0.183,-0.000,0.173,0.519
2.460,8.000,7.818,0.182,0.000,0.173,0.519
2.470,8.000,7.820,0.180,0.000,0.173,0.519
2.480,8.000,7.822,0.178,0.000,0.173,0.519
2.490,8.000,7.824,0.176,0.000,0.173,0.519
2.500,8.000,7.826,0.174,-0.000,0.173,0.519
2.510,8.000,7.827,0.173,0.000,0.173,0.519
2.520,8.000,7.829,0.171,0.000,0.173,0.519
2.530,8.000,7.831,0.169,0.000,0.173,0.519
2.540,8.000,7.832,0.168,0.000,0.173,0.519
2.550,8.000,7.834,0.166,-0.000,0.173,0.519
2.560,8.000,7.836,0.164,-0.000,0.173,0.519
2.570,8.000,7.837,0.163,0.000,0.173,0.519
2.580,8.000,7.839,0.161,0.000,0.173,0.519
2.590,8.000,7.841,0.159,0.000,0.173,0.519
2.600,8.000,7.842,0.158,0.000,0.173,0.519
2.610,8.000,7.844,0.156,-0.000,0.173,0.519
2.620,8.000,7.845,0.155,0.000,0.173,0.519
2.630,8.000,7.847,0.153,0.000,0.173,0.520
2.640,8.000,7.848,0.151,0.000,0.173,0.520
2.650,8.000,7.850,0.150,0.000,0.173,0.520
2.660,8.000,7.852,0.149,-0.000,0.173,0.520
2.670,8.000,7.853,0.147,-0.000,0.173,0.520
2.680,8.000,7.854,0.146,0.000,0.173,0.520
2.690,8.000,7.856,0.144,0.000,0.173,0.520
2.700,8.000,7.857,0.143,0.000,0.173,0.520
2.710,8.000,7.859,0.141,0.000,0.173,0.520
2.720,8.000,7.860,0.140,-0.000,0.173,0.520
2.730,8.000,7.862,0.138,0.000,0.173,0.520
2.740,8.000,7.863,0.137,0.000,0.173,0.520
2.750,8.000,7.864,0.136,0.000,0.173,0.520
2.760,8.000,7.866,0.134,0.000,0.173,0.520
2.770,8.000,7.867,0.133,0.000,0.173,0.520
2.780,8.000,7.868,0.132,-0.000,0.173,0.520
2.790,8.000,7.870,0.130,0.000,0.173,0.520
2.800,8.000,7.871,0.129,0.000,0.173,0.520
2.810,8.000,7.872,0.128,0.000,0.173,0.520
2.820,8.000,7.874,0.126,0.000,0.173,0.520
2.830,8.000,7.875,0.125,0.000,0.173,0.520
2.840,8.000,7.876,0.124,0.000,0.173,0.520
2.850,8.000,7.877,0.123,0.000,0.173,0.520
2.860,8.000,7.879,0.121,0.000,0.173,0.520
2.870,8.000,7.880,0.120,0.000,0.173,0.520
2.880,8.000,7.881,0.119,0.000,0.173,0.521
2.890,8.000,7.882,0.118,0.000,0.174,0.521
2.900,8.000,7.883,0.117,0.000,0.174,0.521
2.910,8.000,7.884,0.115,0.000,0.174,0.521
2.920,8.000,7.886,0.114,0.000,0.174,0.521
2.930,8.000,7.887,0.113,0.000,0.174,0.521
2.940,8.000,7.888,0.112,0.000,0.174,0.521
2.950,8.000,7.889,0.111,0.000,0.174,0.521
2.960,8.000,7.890,0.110,0.000,0.174,0.521
2.970,8.000,7.891,0.109,0.000,0.174,0.521
2.980,8.000,7.892,0.108,0.000,0.174,0.521
2.990,8.000,7.893,0.107,0.000,0.174,0.521
3.000,8.000,7.894,0.106,0.000,0.174,0.521
3.010,8.000,7.896,0.104,0.000,0.174,0.521
3.020,8.000,7.897,0.103,0.000,0.174,0.521
3.030,8.000,7.898,0.102,0.000,0.174,0.521
3.040,8.000,7.899,0.101,0.000,0.174,0.521
3.050,8.000,7.900,0.100,0.000,0.174,0.521
3.060,8.000,7.901,0.099,0.000,0.174,0.521
3.070,8.000,7.902,0.098,0.000,0.174,0.521
3.080,8.000,7.903,0.097,0.000,0.174,0.521
3.090,8.000,7.904,0.096,0.000,0.174,0.521
3.100,8.000,7.905,0.095,0.000,0.174,0.521
3.110,8.000,7.906,0.094,0.000,0.174,0.521
3.120,8.000,7.906,0.094,0.000,0.174,0.521
3.130,8.000,7.907,0.093,0.000,0.174,0.521
3.140,8.000,7.908,0.092,0.000,0.174,0.521
3.150,8.000,7.909,0.091,0.000,0.174,0.521
3.160,8.000,7.910,0.090,0.000,0.174,0.521
3.170,8.000,7.911,0.089,0.000,0.174,0.521
3.180,8.000,7.912,0.088,0.000,0.174,0.521
3.190,8.000,7.913,0.087,0.000,0.174,0.521
3.200,8.000,7.914,0.086,0.000,0.174,0.521
3.210,8.000,7.915,0.085,0.000,0.174,0.521
3.220,8.000,7.915,0.085,0.000,0.174,0.521
3.230,8.000,7.916,0.084,0.000,0.174,0.521
3.240,8.000,7.917,0.083,0.000,0.174,0.521
3.250,8.000,7.918,0.082,0.000,0.174,0.521
3.260,8.000,7.919,0.081,0.000,0.174,0.522
3.270,8.000,7.920,0.080,0.000,0.174,0.522
3.280,8.000,7.920,0.080,0.000,0.174,0.522
3.290,8.000,7.921,0.079,0.000,0.174,0.522
3.300,8.000,7.922,0.078,0.000,0.174,0.522
3.310,8.000,7.923,0.077,0.000,0.174,0.522
3.320,8.000,7.923,0.076,0.000,0.174,0.522
3.330,8.000,7.924,0.076,0.000,0.174,0.522
3.340,2.000,7.925,0.075,-6.000,-0.200,-1.800
3.350,2.000,7.926,-0.023,-5.903,-0.200,-1.781
3.360,2.000,7.926,-0.121,-5.804,-0.200,-1.761
3.370,2.000,7.924,-0.219,-5.705,-0.200,-1.741
3.380,2.000,7.922,-0.317,-5.605,-0.200,-1.721
3.390,2.000,7.919,-0.415,-5.504,-0.200,-1.701
3.400,2.000,7.915,-0.513,-5.401,-0.200,-1.680
3.410,2.000,7.910,-0.611,-5.298,-0.200,-1.660
3.420,2.000,7.904,-0.710,-5.194,-0.200,-1.639
3.430,2.000,7.896,-0.808,-5.089,-0.200,-1.618
3.440,2.000,7.888,-0.906,-4.983,-0.200,-1.597
3.450,2.000,7.879,-1.004,-4.876,-0.200,-1.575
3.460,2.000,7.869,-1.102,-4.767,-0.200,-1.553
3.470,2.000,7.858,-1.200,-4.658,-0.200,-1.532
3.480,2.000,7.846,-1.298,-4.548,-0.200,-1.510
3.490,2.000,7.833,-1.396,-4.437,-0.200,-1.487
3.500,2.000,7.819,-1.494,-4.325,-0.200,-1.465
3.510,2.000,7.804,-1.592,-4.212,-0.200,-1.442
3.520,2.000,7.788,-1.690,-4.098,-0.200,-1.420
3.530,2.000,7.772,-1.788,-3.983,-0.200,-1.397
3.540,2.000,7.754,-1.886,-3.867,-0.200,-1.373
3.550,2.000,7.735,-1.984,-3.750,-0.200,-1.350
3.560,2.000,7.715,-2.082,-3.632,-0.200,-1.326
3.570,2.000,7.694,-2.181,-3.514,-0.200,-1.303
3.580,2.000,7.672,-2.279,-3.394,-0.200,-1.279
3.590,2.000,7.650,-2.377,-3.273,-0.200,-1.255
3.600,2.000,7.626,-2.475,-3.151,-0.200,-1.230
3.610,2.000,7.601,-2.573,-3.028,-0.200,-1.206
3.620,2.000,7.575,-2.671,-2.904,-0.200,-1.181
3.630,2.000,7.549,-2.769,-2.780,-0.200,-1.156
3.640,2.000,7.521,-2.867,-2.654,-0.200,-1.131
3.650,2.000,7.492,-2.965,-2.527,-0.200,-1.105
3.660,2.000,7.463,-3.063,-2.399,-0.200,-1.080
3.670,2.000,7.432,-3.161,-2.271,-0.200,-1.054
3.680,2.000,7.400,-3.259,-2.141,-0.200,-1.028
3.690,2.000,7.368,-3.357,-2.010,-0.200,-1.002
3.700,2.000,7.334,-3.455,-1.879,-0.200,-0.976
3.710,2.000,7.300,-3.553,-1.746,-0.200,-0.949
3.720,2.000,7.264,-3.652,-1.613,-0.200,-0.923
3.730,2.000,7.228,-3.750,-1.478,-0.200,-0.896
3.740,2.000,7.190,-3.848,-1.342,-0.200,-0.868
3.750,2.000,7.152,-3.946,-1.206,-0.200,-0.841
3.760,2.000,7.112,-4.044,-1.068,-0.200,-0.814
3.770,2.000,7.072,-4.142,-0.930,-0.200,-0.786
3.780,2.000,7.030,-4.240,-0.790,-0.200,-0.758
3.790,2.000,6.988,-4.338,-0.650,-0.200,-0.730
3.800,2.000,6.945,-4.436,-0.508,-0.200,-0.702
3.810,2.000,6.900,-4.534,-0.366,-0.200,-0.673
3.820,2.000,6.855,-4.632,-0.223,-0.200,-0.645
3.830,2.000,6.808,-4.730,-0.078,-0.200,-0.616
3.840,2.000,6.761,-4.828,0.067,-0.133,-0.385
3.850,2.000,6.713,-4.926,0.214,0.081,0.285
3.860,2.000,6.664,-4.995,0.332,0.200,0.666
3.870,2.000,6.614,-4.935,0.321,0.200,0.664
3.880,2.000,6.564,-4.875,0.311,0.200,0.662
3.890,2.000,6.516,-4.816,0.301,0.200,0.660
3.900,2.000,6.467,-4.759,0.291,0.200,0.658
3.910,2.000,6.420,-4.702,0.282,0.200,0.656
3.920,2.000,6.373,-4.646,0.273,0.200,0.655
3.930,2.000,6.326,-4.591,0.264,0.200,0.653
3.940,2.000,6.280,-4.536,0.256,0.200,0.651
3.950,2.000,6.235,-4.483,0.248,0.200,0.650
3.960,2.000,6.190,-4.430,0.240,0.200,0.648
3.970,2.000,6.146,-4.378,0.232,0.200,0.646
3.980,2.000,6.102,-4.326,0.224,0.200,0.645
3.990,2.000,6.059,-4.276,0.217,0.200,0.643
4.000,2.000,6.016,-4.226,0.210,0.200,0.642
4.010,2.000,5.974,-4.177,0.203,0.200,0.641
4.020,2.000,5.932,-4.128,0.196,0.200,0.639
4.030,2.000,5.891,-4.080,0.189,0.200,0.638
4.040,2.000,5.850,-4.033,0.182,0.200,0.636
4.050,2.000,5.810,-3.986,0.176,0.200,0.635
4.060,2.000,5.770,-3.940,0.170,0.200,0.634
4.070,2.000,5.730,-3.894,0.163,0.200,0.633
4.080,2.000,5.692,-3.849,0.157,0.200,0.631
4.090,2.000,5.653,-3.804,0.151,0.200,0.630
4.100,2.000,5.615,-3.760,0.145,0.200,0.629
4.110,2.000,5.577,-3.717,0.139,0.200,0.628
4.120,2.000,5.540,-3.674,0.134,0.200,0.627
4.130,2.000,5.504,-3.632,0.128,0.200,0.626
4.140,2.000,5.467,-3.590,0.122,0.200,0.624
4.150,2.000,5.431,-3.548,0.117,0.200,0.623
4.160,2.000,5.396,-3.507,0.112,0.200,0.622
4.170,2.000,5.361,-3.467,0.106,0.200,0.621
4.180,2.000,5.326,-3.427,0.101,0.200,0.620
4.190,2.000,5.292,-3.388,0.096,0.200,0.619
4.200,2.000,5.258,-3.349,0.091,0.200,0.618
4.210,2.000,5.224,-3.310,0.086,0.200,0.617
4.220,2.000,5.191,-3.272,0.081,0.200,0.616
4.230,2.000,5.159,-3.234,0.076,0.200,0.615
4.240,2.000,5.126,-3.197,0.071,0.200,0.614
4.250,2.000,5.094,-3.160,0.066,0.200,0.613
4.260,2.000,5.063,-3.124,0.061,0.200,0.612
4.270,2.000,5.031,-3.088,0.056,0.200,0.611
4.280,2.000,5.001,-3.052,0.052,0.200,0.610
4.290,2.000,4.970,-3.017,0.047,0.200,0.609
4.300,2.000,4.940,-2.982,0.042,0.200,0.608
4.310,2.000,4.910,-2.948,0.038,0.200,0.608
4.320,2.000,4.881,-2.914,0.033,0.200,0.607
4.330,2.000,4.851,-2.881,0.029,0.200,0.606
4.340,2.000,4.823,-2.847,0.025,0.200,0.605
4.350,2.000,4.794,-2.815,0.020,0.200,0.604
4.360,2.000,4.766,-2.782,0.016,0.200,0.603
4.370,2.000,4.738,-2.750,0.012,0.200,0.602
4.380,2.000,4.711,-2.718,0.008,0.200,0.602
4.390,2.000,4.684,-2.687,0.004,0.200,0.601
4.400,2.000,4.657,-2.656,-0.001,0.199,0.598
4.410,2.000,4.630,-2.626,-0.004,0.196,0.586
4.420,2.000,4.604,-2.602,-0.002,0.193,0.579
4.430,2.000,4.578,-2.580,0.002,0.195,0.585
4.440,2.000,4.552,-2.555,0.003,0.198,0.595
4.450,2.000,4.526,-2.527,0.000,0.198,0.595
4.460,2.000,4.501,-2.498,-0.003,0.195,0.585
4.470,2.000,4.476,-2.474,-0.002,0.193,0.578
4.480,2.000,4.451,-2.452,0.001,0.194,0.582
4.490,2.000,4.427,-2.430,0.003,0.196,0.590
4.500,2.000,4.403,-2.403,0.001,0.197,0.591
4.510,2.000,4.379,-2.376,-0.002,0.195,0.584
4.520,2.000,4.355,-2.353,-0.002,0.192,0.577
4.530,2.000,4.331,-2.332,0.000,0.193,0.578
4.540,2.000,4.308,-2.310,0.002,0.195,0.585
4.550,2.000,4.285,-2.286,0.001,0.196,0.587
4.560,2.000,4.262,-2.261,-0.002,0.194,0.582
4.570,2.000,4.239,-2.237,-0.002,0.192,0.576
4.580,2.000,4.217,-2.217,-0.000,0.192,0.575
4.590,2.000,4.195,-2.196,0.002,0.193,0.581
4.600,2.000,4.173,-2.174,0.001,0.194,0.584
4.610,2.000,4.151,-2.150,-0.001,0.194,0.580
4.620,2.000,4.130,-2.128,-0.002,0.192,0.575
4.630,2.000,4.108,-2.108,-0.001,0.191,0.573
4.640,2.000,4.087,-2.088,0.001,0.192,0.577
4.650,2.000,4.066,-2.068,0.001,0.193,0.580
4.660,2.000,4.046,-2.045,-0.000,0.193,0.578
4.670,2.000,4.025,-2.024,-0.002,0.191,0.574
4.680,2.000,4.005,-2.004,-0.001,0.190,0.571
4.690,2.000,3.985,-1.986,0.001,0.191,0.573
4.700,2.000,3.965,-1.966,0.001,0.192,0.576
4.710,2.000,3.946,-1.945,-0.000,0.192,0.576
4.720,2.000,3.926,-1.925,-0.001,0.191,0.572
4.730,2.000,3.907,-1.906,-0.001,0.190,0.569
4.740,2.000,3.888,-1.888,0.000,0.190,0.570
4.750,2.000,3.869,-1.870,0.001,0.191,0.573
4.760,2.000,3.850,-1.850,0.000,0.191,0.574
4.770,2.000,3.832,-1.831,-0.001,0.190,0.571
4.780,2.000,3.813,-1.812,-0.001,0.189,0.568
4.790,2.000,3.795,-1.795,-0.000,0.189,0.568
4.800,2.000,3.777,-1.778,0.001,0.190,0.570
4.810,2.000,3.760,-1.760,0.000,0.190,0.571
4.820,2.000,3.742,-1.741,-0.001,0.190,0.569
