time,target,z,dz,e,ei,u
1.440,5.000,4.492,0.508,-0.001,0.170,0.509
1.450,5.000,4.498,0.503,-0.001,0.169,0.508
1.460,5.000,4.503,0.497,0.000,0.170,0.509
1.470,5.000,4.508,0.492,0.001,0.170,0.512
1.480,5.000,4.512,0.487,0.000,0.171,0.513
1.490,5.000,4.517,0.483,-0.000,0.171,0.512
1.500,5.000,4.522,0.479,-0.001,0.170,0.509
1.510,5.000,4.527,0.473,-0.000,0.170,0.509
1.520,5.000,4.532,0.468,0.001,0.170,0.511
1.530,5.000,4.536,0.463,0.001,0.171,0.513
1.540,5.000,4.541,0.459,0.000,0.171,0.513
1.550,5.000,4.546,0.455,-0.001,0.170,0.511
1.560,5.000,4.550,0.450,-0.000,0.170,0.510
1.570,5.000,4.555,0.445,0.000,0.170,0.510
1.580,5.000,4.559,0.440,0.001,0.171,0.512
1.590,5.000,4.563,0.436,0.000,0.171,0.514
1.600,5.000,4.568,0.432,-0.000,0.171,0.513
1.610,5.000,4.572,0.428,-0.000,0.171,0.511
1.620,5.000,4.576,0.424,-0.000,0.170,0.511
1.630,5.000,4.581,0.419,0.000,0.171,0.512
1.640,5.000,4.585,0.415,0.001,0.171,0.513
1.650,5.000,4.589,0.411,0.000,0.171,0.514
1.660,5.000,4.593,0.407,-0.000,0.171,0.513
1.670,5.000,4.597,0.403,-0.000,0.171,0.512
1.680,5.000,4.601,0.399,-0.000,0.171,0.512
1.690,5.000,4.605,0.394,0.000,0.171,0.513
1.700,5.000,4.609,0.390,0.000,0.171,0.514
1.710,5.000,4.613,0.387,-0.000,0.171,0.514
1.720,5.000,4.617,0.383,-0.000,0.171,0.513
1.730,5.000,4.621,0.379,-0.000,0.171,0.512
1.740,5.000,4.625,0.375,0.000,0.171,0.513
1.750,5.000,4.628,0.371,0.000,0.171,0.514
1.760,5.000,4.632,0.368,0.000,0.172,0.515
1.770,5.000,4.636,0.364,-0.000,0.171,0.514
1.780,5.000,4.639,0.361,-0.000,0.171,0.513
1.790,5.000,4.643,0.357,-0.000,0.171,0.513
1.800,5.000,4.647,0.353,0.000,0.171,0.514
1.810,5.000,4.650,0.350,0.000,0.172,0.515
1.820,5.000,4.654,0.346,0.000,0.172,0.515
1.830,5.000,4.657,0.343,-0.000,0.171,0.514
1.840,5.000,4.660,0.340,-0.000,0.171,0.514
1.850,5.000,4.664,0.336,0.000,0.171,0.514
1.860,5.000,4.667,0.333,0.000,0.172,0.515
1.870,5.000,4.671,0.329,0.000,0.172,0.515
1.880,5.000,4.674,0.326,-0.000,0.172,0.515
1.890,5.000,4.677,0.323,-0.000,0.172,0.515
1.900,5.000,4.680,0.320,-0.000,0.172,0.514
1.910,5.000,4.684,0.316,0.000,0.172,0.515
1.920,5.000,4.687,0.313,0.000,0.172,0.516
1.930,5.000,4.690,0.310,0.000,0.172,0.516
1.940,5.000,4.693,0.307,-0.000,0.172,0.515
1.950,5.000,4.696,0.304,-0.000,0.172,0.515
1.960,5.000,4.699,0.301,0.000,0.172,0.515
1.970,5.000,4.702,0.298,0.000,0.172,0.516
1.980,5.000,4.705,0.295,0.000,0.172,0.516
1.990,5.000,4.708,0.292,-0.000,0.172,0.516
2.000,5.000,4.711,0.289,-0.000,0.172,0.516
2.010,5.000,4.714,0.286,-0.000,0.172,0.516
2.020,5.000,4.717,0.283,0.000,0.172,0.516
2.030,5.000,4.719,0.280,0.000,0.172,0.516
2.040,5.000,4.722,0.278,0.000,0.172,0.517
2.050,5.000,4.725,0.275,-0.000,0.172,0.516
2.060,5.000,4.728,0.272,-0.000,0.172,0.516
2.070,5.000,4.731,0.269,0.000,0.172,0.516
2.080,5.000,4.733,0.267,0.000,0.172,0.517
2.090,5.000,4.736,0.264,0.000,0.172,0.517
2.100,5.000,4.739,0.261,0.000,0.172,0.517
2.110,5.000,4.741,0.259,-0.000,0.172,0.517
2.120,5.000,4.744,0.256,-0.000,0.172,0.517
2.130,5.000,4.746,0.254,0.000,0.172,0.517
2.140,5.000,4.749,0.251,0.000,0.172,0.517
2.150,5.000,4.751,0.249,0.000,0.172,0.517
2.160,5.000,4.754,0.246,-0.000,0.172,0.517
2.170,5.000,4.756,0.244,-0.000,0.172,0.517
2.180,5.000,4.759,0.241,-0.000,0.172,0.517
2.190,5.000,4.761,0.239,0.000,0.172,0.517
2.200,5.000,4.764,0.236,0.000,0.172,0.518
2.210,5.000,4.766,0.234,0.000,0.173,0.518
2.220,5.000,4.768,0.232,-0.000,0.172,0.517
2.230,5.000,4.771,0.229,-0.000,0.172,0.517
2.240,5.000,4.773,0.227,0.000,0.172,0.517
2.250,5.000,4.775,0.225,0.000,0.173,0.518
2.260,5.000,4.777,0.223,0.000,0.173,0.518
2.270,5.000,4.780,0.220,-0.000,0.173,0.518
2.280,5.000,4.782,0.218,-0.000,0.173,0.518
2.290,5.000,4.784,0.216,-0.000,0.173,0.518
2.300,5.000,4.786,0.214,0.000,0.173,0.518
2.310,5.000,4.788,0.212,0.000,0.173,0.518
2.320,5.000,4.790,0.210,0.000,0.173,0.518
2.330,5.000,4.792,0.208,-0.000,0.173,0.518
2.340,5.000,4.795,0.205,-0.000,0.173,0.518
2.350,5.000,4.797,0.203,0.000,0.173,0.518
2.360,5.000,4.799,0.201,0.000,0.173,0.518
2.370,5.000,4.801,0.199,0.000,0.173,0.518
2.380,5.000,4.803,0.197,0.000,0.173,0.518
2.390,5.000,4.805,0.195,-0.000,0.173,0.518
2.400,5.000,4.807,0.193,-0.000,0.173,0.518
2.410,5.000,4.809,0.191,0.000,0.173,0.518
2.420,5.000,4.810,0.190,0.000,0.173,0.519
2.430,5.000,4.812,0.188,0.000,0.173,0.519
2.440,5.000,4.814,0.186,-0.000,0.173,0.519
2.450,5.000,4.816,0.184,-0.000,0.173,0.519
2.460,5.000,4.818,0.182,0.000,0.173,0.519
2.470,5.000,4.820,0.180,0.000,0.173,0.519
2.480,5.000,4.822,0.178,0.000,0.173,0.519
2.490,5.000,4.823,0.177,0.000,0.173,0.519
2.500,5.000,4.825,0.175,-0.000,0.173,0.519
2.510,5.000,4.827,0.173,-0.000,0.173,0.519
2.520,5.000,4.829,0.171,0.000,0.173,0.519
2.530,5.000,4.830,0.170,0.000,0.173,0.519
2.540,5.000,4.832,0.168,0.000,0.173,0.519
2.550,5.000,4.834,0.166,0.000,0.173,0.519
2.560,5.000,4.835,0.165,-0.000,0.173,0.519
2.570,5.000,4.837,0.163,0.000,0.173,0.519
2.580,5.000,4.839,0.161,0.000,0.173,0.519
2.590,5.000,4.840,0.160,0.000,0.173,0.519
2.600,5.000,4.842,0.158,0.000,0.173,0.519
2.610,5.000,4.843,0.157,-0.000,0.173,0.519
2.620,5.000,4.845,0.155,0.000,0.173,0.519
2.630,5.000,4.847,0.153,0.000,0.173,0.520
2.640,5.000,4.848,0.152,0.000,0.173,0.520
2.650,5.000,4.850,0.150,0.000,0.173,0.520
2.660,5.000,4.851,0.149,0.000,0.173,0.520
2.670,5.000,4.853,0.147,-0.000,0.173,0.520
2.680,5.000,4.854,0.146,0.000,0.173,0.520
2.690,5.000,4.855,0.144,0.000,0.173,0.520
2.700,5.000,4.857,0.143,0.000,0.173,0.520
2.710,5.000,4.858,0.142,0.000,0.173,0.520
2.720,5.000,4.860,0.140,0.000,0.173,0.520
2.730,5.000,4.861,0.139,0.000,0.173,0.520
2.740,5.000,4.863,0.137,0.000,0.173,0.520
2.750,5.000,4.864,0.136,0.000,0.173,0.520
2.760,5.000,4.865,0.135,0.000,0.173,0.520
2.770,5.000,4.867,0.133,0.000,0.173,0.520
2.780,5.000,4.868,0.132,0.000,0.173,0.520
2.790,5.000,4.869,0.131,0.000,0.173,0.520
2.800,5.000,4.871,0.129,0.000,0.173,0.520
2.810,5.000,4.872,0.128,0.000,0.173,0.520
2.820,5.000,4.873,0.127,0.000,0.173,0.520
2.830,5.000,4.874,0.126,0.000,0.173,0.520
2.840,5.000,4.876,0.124,0.000,0.173,0.520
2.850,5.000,4.877,0.123,0.000,0.173,0.520
2.860,5.000,4.878,0.122,0.000,0.173,0.520
2.870,5.000,4.879,0.121,0.000,0.173,0.520
2.880,5.000,4.881,0.119,0.000,0.173,0.520
2.890,5.000,4.882,0.118,0.000,0.174,0.521
2.900,5.000,4.883,0.117,0.000,0.174,0.521
2.910,5.000,4.884,0.116,0.000,0.174,0.521
2.920,5.000,4.885,0.115,0.000,0.174,0.521
2.930,5.000,4.886,0.114,0.000,0.174,0.521
2.940,5.000,4.888,0.112,0.000,0.174,0.521
2.950,5.000,4.889,0.111,0.000,0.174,0.521
2.960,5.000,4.890,0.110,0.000,0.174,0.521
2.970,5.000,4.891,0.109,0.000,0.174,0.521
2.980,5.000,4.892,0.108,0.000,0.174,0.521
2.990,5.000,4.893,0.107,0.000,0.174,0.521
3.000,5.000,4.894,0.106,0.000,0.174,0.521
3.010,5.000,4.895,0.105,0.000,0.174,0.521
3.020,5.000,4.896,0.104,0.000,0.174,0.521
3.030,5.000,4.897,0.103,0.000,0.174,0.521
3.040,5.000,4.898,0.102,0.000,0.174,0.521
3.050,5.000,4.899,0.101,0.000,0.174,0.521
3.060,5.000,4.900,0.100,0.000,0.174,0.521
3.070,5.000,4.901,0.099,0.000,0.174,0.521
3.080,5.000,4.902,0.098,0.000,0.174,0.521
3.090,5.000,4.903,0.097,0.000,0.174,0.521
3.100,5.000,4.904,0.096,0.000,0.174,0.521
3.110,5.000,4.905,0.095,0.000,0.174,0.521
3.120,5.000,4.906,0.094,0.000,0.174,0.521
3.130,5.000,4.907,0.093,0.000,0.174,0.521
3.140,5.000,4.908,0.092,0.000,0.174,0.521
3.150,5.000,4.909,0.091,0.000,0.174,0.521
3.160,5.000,4.910,0.090,0.000,0.174,0.521
3.170,5.000,4.911,0.089,0.000,0.174,0.521
3.180,5.000,4.912,0.088,0.000,0.174,0.521
3.190,5.000,4.913,0.087,0.000,0.174,0.521
3.200,5.000,4.913,0.087,0.000,0.174,0.521
3.210,5.000,4.914,0.086,0.000,0.174,0.521
3.220,5.000,4.915,0.085,0.000,0.174,0.521
3.230,5.000,4.916,0.084,0.000,0.174,0.521
3.240,5.000,4.917,0.083,0.000,0.174,0.521
3.250,5.000,4.918,0.082,0.000,0.174,0.521
3.260,5.000,4.919,0.081,0.000,0.174,0.522
3.270,5.000,4.919,0.081,0.000,0.174,0.522
3.280,5.000,4.920,0.080,0.000,0.174,0.522
3.290,5.000,4.921,0.079,0.000,0.174,0.522
3.300,5.000,4.922,0.078,0.000,0.174,0.522
3.310,5.000,4.922,0.077,0.000,0.174,0.522
3.320,5.000,4.923,0.077,0.000,0.174,0.522
3.330,5.000,4.924,0.076,0.000,0.174,0.522
3.340,1.000,4.925,0.075,-4.000,-0.200,-1.400
3.350,1.000,4.926,-0.023,-3.903,-0.200,-1.381
3.360,1.000,4.925,-0.121,-3.804,-0.200,-1.361
3.370,1.000,4.924,-0.219,-3.705,-0.200,-1.341
3.380,1.000,4.922,-0.317,-3.605,-0.200,-1.321
3.390,1.000,4.919,-0.415,-3.504,-0.200,-1.301
3.400,1.000,4.915,-0.513,-3.401,-0.200,-1.280
3.410,1.000,4.909,-0.611,-3.298,-0.200,-1.260
3.420,1.000,4.903,-0.709,-3.194,-0.200,-1.239
3.430,1.000,4.896,-0.807,-3.089,-0.200,-1.218
3.440,1.000,4.888,-0.905,-2.983,-0.200,-1.197
3.450,1.000,4.879,-1.004,-2.876,-0.200,-1.175
3.460,1.000,4.869,-1.102,-2.767,-0.200,-1.153
3.470,1.000,4.858,-1.200,-2.658,-0.200,-1.132
3.480,1.000,4.846,-1.298,-2.548,-0.200,-1.110
3.490,1.000,4.833,-1.396,-2.437,-0.200,-1.087
3.500,1.000,4.819,-1.494,-2.325,-0.200,-1.065
3.510,1.000,4.804,-1.592,-2.212,-0.200,-1.042
3.520,1.000,4.788,-1.690,-2.098,-0.200,-1.020
3.530,1.000,4.771,-1.788,-1.983,-0.200,-0.997
3.540,1.000,4.754,-1.886,-1.867,-0.200,-0.973
3.550,1.000,4.735,-1.984,-1.750,-0.200,-0.950
3.560,1.000,4.715,-2.082,-1.633,-0.200,-0.927
3.570,1.000,4.694,-2.180,-1.514,-0.200,-0.903
3.580,1.000,4.672,-2.278,-1.394,-0.200,-0.879
3.590,1.000,4.649,-2.376,-1.273,-0.200,-0.855
3.600,1.000,4.626,-2.475,-1.151,-0.200,-0.830
3.610,1.000,4.601,-2.573,-1.028,-0.200,-0.806
3.620,1.000,4.575,-2.671,-0.904,-0.200,-0.781
3.630,1.000,4.548,-2.769,-0.780,-0.200,-0.756
3.640,1.000,4.521,-2.867,-0.654,-0.200,-0.731
3.650,1.000,4.492,-2.965,-0.527,-0.200,-0.705
3.660,1.000,4.462,-3.063,-0.400,-0.200,-0.680
3.670,1.000,4.432,-3.161,-0.271,-0.200,-0.654
3.680,1.000,4.400,-3.259,-0.141,-0.200,-0.628
3.690,1.000,4.368,-3.357,-0.010,-0.200,-0.602
3.700,1.000,4.334,-3.455,0.121,-0.079,-0.212
3.710,1.000,4.299,-3.553,0.254,0.175,0.575
3.720,1.000,4.264,-3.533,0.269,0.200,0.654
3.730,1.000,4.229,-3.478,0.249,0.200,0.650
3.740,1.000,4.194,-3.425,0.231,0.200,0.646
3.750,1.000,4.160,-3.374,0.214,0.200,0.643
3.760,1.000,4.126,-3.324,0.198,0.200,0.640
3.770,1.000,4.093,-3.276,0.183,0.200,0.637
3.780,1.000,4.060,-3.229,0.169,0.200,0.634
3.790,1.000,4.028,-3.183,0.156,0.200,0.631
3.800,1.000,3.996,-3.139,0.143,0.200,0.629
3.810,1.000,3.964,-3.096,0.131,0.200,0.626
3.820,1.000,3.933,-3.054,0.120,0.200,0.624
3.830,1.000,3.903,-3.012,0.110,0.200,0.622
3.840,1.000,3.873,-2.972,0.099,0.200,0.620
3.850,1.000,3.843,-2.933,0.090,0.200,0.618
3.860,1.000,3.814,-2.894,0.081,0.200,0.616
3.870,1.000,3.785,-2.857,0.072,0.200,0.614
3.880,1.000,3.756,-2.820,0.064,0.200,0.613
3.890,1.000,3.728,-2.784,0.056,0.200,0.611
3.900,1.000,3.700,-2.748,0.048,0.200,0.610
3.910,1.000,3.673,-2.713,0.041,0.200,0.608
3.920,1.000,3.646,-2.679,0.034,0.200,0.607
3.930,1.000,3.619,-2.646,0.027,0.200,0.605
3.940,1.000,3.592,-2.613,0.020,0.200,0.604
3.950,1.000,3.566,-2.580,0.014,0.200,0.603
3.960,1.000,3.540,-2.548,0.008,0.200,0.602
3.970,1.000,3.515,-2.517,0.002,0.200,0.600
3.980,1.000,3.490,-2.486,-0.004,0.196,0.588
3.990,1.000,3.465,-2.460,-0.004,0.192,0.575
4.000,1.000,3.440,-2.440,0.000,0.192,0.576
4.010,1.000,3.416,-2.420,0.004,0.196,0.588
4.020,1.000,3.392,-2.394,0.002,0.198,0.595
4.030,1.000,3.368,-2.365,-0.002,0.196,0.587
4.040,1.000,3.344,-2.340,-0.004,0.192,0.575
4.050,1.000,3.321,-2.320,-0.001,0.191,0.573
4.060,1.000,3.297,-2.300,0.003,0.194,0.583
4.070,1.000,3.274,-2.277,0.003,0.197,0.590
4.080,1.000,3.252,-2.250,-0.001,0.195,0.586
4.090,1.000,3.229,-2.226,-0.003,0.192,0.575
4.100,1.000,3.207,-2.206,-0.001,0.191,0.571
4.110,1.000,3.185,-2.187,0.002,0.193,0.578
4.120,1.000,3.163,-2.165,0.002,0.195,0.585
4.130,1.000,3.141,-2.141,-0.000,0.195,0.584
4.140,1.000,3.120,-2.117,-0.003,0.192,0.575
4.150,1.000,3.099,-2.097,-0.002,0.190,0.570
4.160,1.000,3.078,-2.079,0.001,0.191,0.574
4.170,1.000,3.057,-2.059,0.002,0.193,0.581
4.180,1.000,3.036,-2.037,0.000,0.194,0.581
4.190,1.000,3.016,-2.014,-0.002,0.192,0.574
4.200,1.000,2.996,-1.994,-0.002,0.190,0.569
4.210,1.000,2.976,-1.976,0.000,0.190,0.571
4.220,1.000,2.956,-1.958,0.002,0.192,0.576
4.230,1.000,2.937,-1.937,0.001,0.193,0.578
4.240,1.000,2.917,-1.916,-0.001,0.191,0.573
4.250,1.000,2.898,-1.896,-0.002,0.189,0.568
4.260,1.000,2.879,-1.879,-0.000,0.189,0.568
4.270,1.000,2.860,-1.862,0.001,0.191,0.572
4.280,1.000,2.842,-1.843,0.001,0.192,0.575
4.290,1.000,2.823,-1.822,-0.001,0.191,0.572
4.300,1.000,2.805,-1.803,-0.002,0.189,0.567
4.310,1.000,2.787,-1.786,-0.001,0.189,0.566
4.320,1.000,2.769,-1.770,0.001,0.190,0.569
4.330,1.000,2.751,-1.752,0.001,0.191,0.572
4.340,1.000,2.734,-1.734,-0.000,0.190,0.571
4.350,1.000,2.717,-1.715,-0.001,0.189,0.566
4.360,1.000,2.699,-1.699,-0.001,0.188,0.564
4.370,1.000,2.682,-1.683,0.000,0.189,0.566
4.380,1.000,2.666,-1.667,0.001,0.189,0.569
4.390,1.000,2.649,-1.649,0.000,0.190,0.569
4.400,1.000,2.632,-1.631,-0.001,0.189,0.565
4.410,1.000,2.616,-1.615,-0.001,0.188,0.563
4.420,1.000,2.600,-1.600,0.000,0.188,0.563
4.430,1.000,2.584,-1.585,0.001,0.188,0.566
4.440,1.000,2.568,-1.568,0.000,0.189,0.566
4.450,1.000,2.552,-1.552,-0.001,0.188,0.564
4.460,1.000,2.537,-1.536,-0.001,0.187,0.561
4.470,1.000,2.522,-1.521,-0.000,0.187,0.561
4.480,1.000,2.506,-1.507,0.001,0.188,0.563
4.490,1.000,2.491,-1.492,0.000,0.188,0.564
4.500,1.000,2.476,-1.476,-0.000,0.188,0.563
4.510,1.000,2.462,-1.461,-0.001,0.187,0.560
4.520,1.000,2.447,-1.447,-0.000,0.186,0.559
4.530,1.000,2.433,-1.433,0.000,0.187,0.560
4.540,1.000,2.418,-1.419,0.000,0.187,0.562
4.550,1.000,2.404,-1.404,-0.000,0.187,0.561
4.560,1.000,2.390,-1.389,-0.001,0.186,0.559
4.570,1.000,2.376,-1.376,-0.000,0.186,0.558
4.580,1.000,2.362,-1.362,0.000,0.186,0.558
4.590,1.000,2.349,-1.349,0.000,0.186,0.559
4.600,1.000,2.335,-1.335,0.000,0.186,0.559
4.610,1.000,2.322,-1.321,-0.000,0.186,0.558
4.620,1.000,2.309,-1.308,-0.001,0.186,0.556
4.630,1.000,2.296,-1.295,-0.000,0.185,0.556
4.640,1.000,2.283,-1.283,0.000,0.186,0.557
4.650,1.000,2.270,-1.270,0.000,0.186,0.558
4.660,1.000,2.257,-1.257,-0.000,0.186,0.557
4.670,1.000,2.245,-1.244,-0.000,0.185,0.555
4.680,1.000,2.232,-1.232,-0.000,0.185,0.555
4.690,1.000,2.220,-1.220,0.000,0.185,0.555
4.700,1.000,2.208,-1.208,0.000,0.185,0.556
4.710,1.000,2.196,-1.195,-0.000,0.185,0.555
4.720,1.000,2.184,-1.183,-0.000,0.185,0.554
4.730,1.000,2.172,-1.171,-0.000,0.184,0.553
4.740,1.000,2.160,-1.160,0.000,0.184,0.553
4.750,1.000,2.148,-1.149,0.000,0.185,0.554
4.760,1.000,2.137,-1.137,0.000,0.185,0.554
4.770,1.000,2.126,-1.125,-0.000,0.184,0.553
4.780,1.000,2.114,-1.114,-0.000,0.184,0.552
4.790,1.000,2.103,-1.103,-0.000,0.184,0.552
4.800,1.000,2.092,-1.092,0.000,0.184,0.552
4.810,1.000,2.081,-1.081,0.000,0.184,0.552
4.820,1.000,2.070,-1.070,-0.000,0.184,0.552
